"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"01","58209","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","W, F","10:05 AM - 11:55 AM","Gruza, Marvin","RA 201","26","44","In-Person",
"02","58210","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","1:40 PM - 3:20 PM","Erlach, David","PH 119","50","49","In-Person",
"03","58211","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","10:05 AM - 11:55 AM","Feisullin, Anita","RA 201","54","54","In-Person",
"04","58212","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","5:00 PM - 6:40 PM","David, Amy","PH 116","50","52","In-Person",
"09","58217","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","SU","8:20 AM - 12:00 PM","Dockery, Marlene","PH 116","42","47","In-Person",
"08","58216","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","S","8:20 AM - 12:00 PM","Khanna, Himanshu","PH 110","46","49","In-Person",
"07","58215","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","F","6:30 PM - 10:10 PM","Dockery, Marlene","PH 110","46","47","In-Person",
"06","58214","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","6:55 PM - 8:45 PM","Kessar, Nathaniel","PH 116","18","47","In-Person",
"05","58213","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","6:55 PM - 8:45 PM","Sun, Fang","PH 130","49","52","In-Person",
"02","58226","ACCT 201 (4, 4)","Inter Acct 1","M, W","8:40 AM - 10:30 AM","Hornung, David","PH 110","46","47","In-Person",
"01","58225","ACCT 201 (4, 4)","Inter Acct 1","T, TH","10:05 AM - 12:00 PM","Weiss, Renee","PH 212","32","32","In-Person",
"03","58227","ACCT 201 (4, 4)","Inter Acct 1","T, TH","12:10 PM - 2:00 PM","Weiss, Renee","PH 212","33","32","In-Person",
"08","58232","ACCT 201 (4, 4)","Inter Acct 1","SU","8:20 AM - 12:00 PM","Wasserstrum, David","PH 112","41","42","In-Person",
"07","58231","ACCT 201 (4, 4)","Inter Acct 1","T","6:30 PM - 10:20 PM","Nussbaum, Stephen","PH 114","42","42","In-Person",
"06","58230","ACCT 201 (4, 4)","Inter Acct 1","M, W","6:55 PM - 8:35 PM","Lahijani, Richard","KY 312","47","47","In-Person",
"05","58229","ACCT 201 (4, 4)","Inter Acct 1","T, TH","5:00 PM - 6:40 PM","Levine, Marc","PH 130","48","47","In-Person",
"04","58228","ACCT 201 (4, 4)","Inter Acct 1","T, TH","2:15 PM - 4:05 PM","Levine, Marc","PH 130","47","47","In-Person",
"01","58236","ACCT 202 (3, 2)","Inter Acct 2","M, W","10:45 AM - 12:00 PM","Hornung, David","PH 110","49","50","In-Person",
"02","58237","ACCT 202 (3, 2)","Inter Acct 2","M, W","1:40 PM - 2:55 PM","Hornung, David","PH 110","40","50","In-Person",
"03","58238","ACCT 202 (3, 2)","Inter Acct 2","M, W","3:10 PM - 4:25 PM","Schwalb, Helen","RA 201","50","50","In-Person",
"04","58239","ACCT 202 (3, 2)","Inter Acct 2","T, TH","2:15 PM - 3:30 PM","Weiss, Renee","PH 212","30","32","In-Person",
"05","58240","ACCT 202 (3, 2)","Inter Acct 2","M, W","6:30 PM - 7:45 PM","Schwalb, Helen","PH 154","45","50","In-Person",
"06","58241","ACCT 202 (3, 2)","Inter Acct 2","M, W","8:00 PM - 9:15 PM","Kumar, Vijay","PH 112","48","50","In-Person",
"07","58242","ACCT 202 (3, 2)","Inter Acct 2","SU","9:15 AM - 12:00 PM","Zapf, Michael","PH 211","50","50","In-Person",
"04","58551","ACCT 261 (3, 3)","Business Law l","W, F","9:15 AM - 10:30 AM","Mintz, Seymour","PH 012","35","36","In-Person",
"09","58564","ACCT 261 (3, 3)","Business Law l","SU","9:15 AM - 12:00 PM","Stein, Randy","PH 118","36","36","In-Person",
"05","58552","ACCT 261 (3, 3)","Business Law l","T, TH","3:10 PM - 4:25 PM","Milich, Marvin","PH 112","36","36","In-Person",
"06","58553","ACCT 261 (3, 3)","Business Law l","T, TH","5:00 PM - 6:15 PM","Milich, Marvin","PH 112","34","36","In-Person",
"07","58562","ACCT 261 (3, 3)","Business Law l","M, W","6:30 PM - 7:45 PM","Kirschner, David","KY 315","36","36","In-Person",
"08","58563","ACCT 261 (3, 3)","Business Law l","F","6:30 PM - 9:20 PM","Seymore, Javier","PH 112","35","36","In-Person",
"03","58550","ACCT 261 (3, 3)","Business Law l","W, F","7:45 AM - 9:00 AM","Mintz, Seymour","PH 012","36","36","In-Person",
"01","58548","ACCT 261 (3, 3)","Business Law l","M, W","1:40 PM - 2:55 PM","Leibowicz, Barry","PH 112","30","36","In-Person",
"02","58549","ACCT 261 (3, 3)","Business Law l","M, W","3:10 PM - 4:25 PM","Leibowicz, Barry","PH 112","34","36","In-Person",
"07","58297","ACCT 305 (3, 2)","Cost Acct","SU","9:15 AM - 12:00 PM","Qureshi, Anique","PH 012","35","52","Online",
"06","58296","ACCT 305 (3, 2)","Cost Acct","T, TH","8:50 PM - 10:05 PM","Kessar, Nathaniel","PH 112","40","52","In-Person",
"05","58295","ACCT 305 (3, 2)","Cost Acct","M, W","6:30 PM - 7:45 PM","Mazzo, Mark","PH 112","34","52","In-Person",
"04","58294","ACCT 305 (3, 2)","Cost Acct","T, TH","5:00 PM - 6:15 PM","Milo, Michael","PH 110","52","52","In-Person",
"03","58293","ACCT 305 (3, 2)","Cost Acct","T, TH","1:40 PM - 2:55 PM","Milo, Michael","PH 110","53","52","In-Person",
"02","58292","ACCT 305 (3, 2)","Cost Acct","T, TH","9:15 AM - 10:30 AM","Milo, Michael","PH 012","45","45","In-Person",
"01","58291","ACCT 305 (3, 2)","Cost Acct","M, W","5:00 PM - 6:15 PM","Huang, Qianyun (Ivy)","PH 110","50","50","In-Person",
"05","58369","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","8:50 PM - 10:30 PM","Mazzo, Mark","PH 130","20","56","In-Person",
"01","58365","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","2:15 PM - 4:05 PM","Stevens, Michael","PH 012","34","41","In-Person",
"02","58366","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","5:00 PM - 6:40 PM","Stevens, Michael","PH 130","49","56","In-Person",
"03","58367","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","8:00 AM - 9:50 AM","Adelberg, Arthur","PH 130","56","56","In-Person",
"04","58368","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","10:05 AM - 11:55 AM","Adelberg, Arthur","PH 130","56","56","In-Person",
"06","58370","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","SU","1:00 PM - 4:00 PM","Qureshi, Anique","PH 012","59","59","Online",
"07","77209","ACCT 311 (4, 3)","Advcd Acct","SU","1:00 PM - 5:00 PM","Dockery, Marlene","PH 155","49","50","In-Person",
"03","58383","ACCT 311 (4, 3)","Advcd Acct","T, TH","12:10 PM - 2:00 PM","David, Amy","PH 116","41","42","In-Person",
"02","58382","ACCT 311 (4, 3)","Advcd Acct","T, TH","10:05 AM - 11:55 AM","Satenstein, Jeffrey","PH 112","31","42","In-Person",
"04","58384","ACCT 311 (4, 3)","Advcd Acct","T, TH","2:15 PM - 4:05 PM","David, Amy","PH 116","38","42","In-Person",
"05","58385","ACCT 311 (4, 3)","Advcd Acct","T, TH","6:55 PM - 8:35 PM","Juva, John","RA 205","32","40","In-Person",
"06","58386","ACCT 311 (4, 3)","Advcd Acct","SU","1:00 PM - 5:00 PM","Balkaran, Dianand","PH 110","51","50","In-Person",
"01","58381","ACCT 311 (4, 3)","Advcd Acct","T, TH","8:00 AM - 9:50 AM","Satenstein, Jeffrey","PH 112","17","42","In-Person",
"03","58423","ACCT 321 (4, 3)","Auditing 1","T, TH","10:05 AM - 11:55 AM","Solieri, Steven","PH 116","42","44","In-Person",
"02","58422","ACCT 321 (4, 3)","Auditing 1","T, TH","8:00 AM - 9:50 AM","Solieri, Steven","PH 116","12","44","In-Person",
"01","58421","ACCT 321 (4, 3)","Auditing 1","M, W","10:05 AM - 11:55 AM","Dauber, Nicky","PH 130","45","44","In-Person",
"04","58424","ACCT 321 (4, 3)","Auditing 1","M, W","8:50 PM - 10:30 PM","Fitzsimons, Sean","PH 116","35","44","In-Person",
"05","58425","ACCT 321 (4, 3)","Auditing 1","SU","8:20 AM - 12:00 PM","Kumar, Vijay","PH 110","44","44","In-Person",
"03","58454","ACCT 322 (3, 3)","Auditing 2","M, W","6:30 PM - 7:45 PM","Fitzsimons, Sean","PH 110","21","55","In-Person",
"01","58452","ACCT 322 (3, 3)","Auditing 2","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","PH 130","63","59","In-Person",
"02","58453","ACCT 322 (3, 3)","Auditing 2","T, TH","1:40 PM - 2:55 PM","Hitzig, Neal","PH 206","23","24","In-Person",
"04","58455","ACCT 322 (3, 3)","Auditing 2","F","6:30 PM - 9:15 PM","Luo, Cheng","PH 130","60","59","In-Person",
"05","58458","ACCT 322 (3, 3)","Auditing 2","SU","9:15 AM - 12:00 PM","Ruthizer, Scott","PH 130","60","59","In-Person",
"01","58460","ACCT 341 (3, 3)","Acct Info Syst","S","1:00 PM - 3:45 PM","Qureshi, Anique","PH 012","72","70","Online",
"01","58465","ACCT 343 (3, 3)","Microcomp Apps Acct","S","9:15 AM - 12:00 PM","Qureshi, Anique","PH 212","32","32","In-Person",
"02","58468","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","6:30 PM - 7:45 PM","Silverman, Arthur","PH 110","31","37","In-Person",
"01","58467","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","1:40 PM - 2:55 PM","Satenstein, Jeffrey","PH 112","28","37","In-Person",
"01","58629","ACCT 362 (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Altman, Julie","KY 270","56","57","In-Person",
"02","58630","ACCT 362 (3, 3)","Business Law 2","S","9:15 AM - 12:00 PM","Katz, Jeffrey","PH 130","65","65","In-Person",
"10","58612","ACCT 362W (3, 3)","Business Law 2","SU","1:00 PM - 3:45 PM","Mintz, Seymour","PH 204","25","24","In-Person",
"09","58611","ACCT 362W (3, 3)","Business Law 2","SU","9:15 AM - 12:00 PM","Kirschner, David","PH 121","14","22","In-Person",
"08","58610","ACCT 362W (3, 3)","Business Law 2","S","1:00 PM - 3:45 PM","Seymore, Javier","PH 110","21","22","In-Person",
"07","58609","ACCT 362W (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Elan, Kenneth","PH 112","22","23","In-Person",
"06","58608","ACCT 362W (3, 3)","Business Law 2","T, TH","5:00 PM - 6:15 PM","Altman, Julie","RA 201","22","23","In-Person",
"05","58607","ACCT 362W (3, 3)","Business Law 2","T, TH","9:15 AM - 10:30 AM","Linn, David","PH 152","23","23","In-Person",
"04","58606","ACCT 362W (3, 3)","Business Law 2","T, TH","7:45 AM - 9:00 AM","Linn, David","PH 110","22","23","In-Person",
"03","58605","ACCT 362W (3, 3)","Business Law 2","W, F","10:45 AM - 12:00 PM","Mintz, Seymour","PH 012","23","23","In-Person",
"01","58603","ACCT 362W (3, 3)","Business Law 2","M, W","9:15 AM - 10:30 AM","Davidovits, Murray","PH 116","11","23","In-Person",
"02","58604","ACCT 362W (3, 3)","Business Law 2","M, W","10:45 AM - 12:00 PM","Davidovits, Murray","PH 116","24","23","In-Person",
"01","58652","ACCT 363 (3, 3)","Business Law 3","M, W","1:40 PM - 2:55 PM","Davidovits, Murray","PH 116","12","22","In-Person",
"02","58653","ACCT 363 (3, 3)","Business Law 3","M, W","6:30 PM - 7:45 PM","Elan, Robert","SB B145","19","22","In-Person",
"03","58654","ACCT 363 (3, 3)","Business Law 3","SU","9:15 AM - 12:00 PM","Linn, David","PH 108","9","22","In-Person",
"06","58693","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","1:00 PM - 4:40 PM","Ruthizer, Scott","PH 130","44","45","In-Person",
"01","58688","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","10:05 AM - 11:55 AM","Leibowicz, Barry","PH 112","37","45","In-Person",
"02","58689","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","3:00 PM - 4:40 PM","Mandelkorn, Steven","PH 110","39","45","In-Person",
"03","58690","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","10:05 AM - 11:55 AM","Blumenfrucht, Israel","PH 110","42","40","In-Person",
"04","58691","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","5:00 PM - 6:40 PM","Barone, Ernest","RA 205","41","40","In-Person",
"05","58692","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","6:55 PM - 8:35 PM","Barone, Ernest","PH 130","45","45","In-Person",
"07","58694","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","8:20 AM - 12:00 PM","Lahijani, Richard","PH 152","18","45","In-Person",
"02","59110","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","3:10 PM - 4:25 PM","Silverman, Arthur","PH 110","43","50","In-Person",
"06","59114","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:15 AM - 12:00 PM","Xiao, Jian","PH 157","13","50","In-Person",
"07","59115","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:15 AM - 12:00 PM","Balkaran, Dianand","CD 134","51","50","Online",
"04","59112","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","M, W","5:00 PM - 6:15 PM","Sun, Fang","PH 116","50","50","In-Person",
"03","59111","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","5:00 PM - 6:15 PM","Silverman, Arthur","PH 154","47","50","In-Person",
"05","59113","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","TH","6:30 PM - 9:20 PM","Xiao, Jian","PH 114","12","50","In-Person",
"01","59109","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","M, W","3:10 PM - 4:25 PM","Sun, Fang","PH 116","50","50","In-Person",
"02","79339","ACCT 3911 (1, 1)","Special Probs","&nbsp;"," - ","Milich, Marvin"," ","1","1","In-Person",
"01","78353","ACCT 3911 (1, 1)","Special Probs","&nbsp;"," - ","Dauber, Nicky"," ","1","1","In-Person",
"01","58472","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Dauber, Nicky"," ","11","15","In-Person",
"02","58473","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Davidovits, Murray"," ","4","15","In-Person",
"01","58470","ACCT 398 (3, 3)","Internship","&nbsp;"," - ","Ruthizer, Scott"," ","9","20","In-Person",
"01","59574","ACCT 707 (3, 3)","Issues In Mgmt Acct","S","9:15 AM - 12:00 PM","Wheatman, Barry","PH 112","18","25","In-Person",
"01","59583","ACCT 712 (3, 3)","Adv Fin Acct Theory","M","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","RA 205","22","20","In-Person",
"02","59584","ACCT 712 (3, 3)","Adv Fin Acct Theory","T","6:30 PM - 9:20 PM","Hitzig, Neal","PH 304","12","20","In-Person",
"03","59585","ACCT 712 (3, 3)","Adv Fin Acct Theory","TH","6:30 PM - 9:20 PM","Hitzig, Neal","PH 304","15","20","In-Person",
"01","59593","ACCT 723 (3, 3)","Adv Auditing Theory","T","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","26","20","In-Person",
"02","59594","ACCT 723 (3, 3)","Adv Auditing Theory","TH","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","26","20","In-Person",
"01","59603","ACCT 747 (3, 3)","Comm &amp; Accountants","T","6:30 PM - 9:20 PM","Banerjee, Suvro","PH 155","50","50","In-Person",
"01","59608","ACCT 748 (3, 3)","Adv Acct Info Systms","W","6:30 PM - 9:20 PM","Siegfried, Robert","RA 205","30","25","In-Person",
"01","59639","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","1:40 PM - 2:55 PM","Davidovits, Murray","PH 116","7","20","In-Person",
"02","59640","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","6:30 PM - 7:45 PM","Elan, Robert","SB B145","2","25","In-Person",
"03","59641","ACCT 752 (3, 3)","Adv Stdy In Bus Law","SU","9:15 AM - 12:00 PM","Linn, David","PH 108","26","26","In-Person",
"02","59614","ACCT 757 (3, 3)","Taxation Of Bus Ents","W","7:00 PM - 9:50 PM","Stevens, Michael","PH 304","19","25","In-Person",
"01","59613","ACCT 757 (3, 3)","Taxation Of Bus Ents","M","6:30 PM - 9:20 PM","Mandelkorn, Steven","PH 113","22","25","In-Person",
"01","59616","ACCT 758 (3, 3)","State &amp; Local Taxatn","W","6:30 PM - 9:20 PM","Ahroni, Scott","RA 214","13","25","In-Person",
"01","59619","ACCT 773 (3, 3)","Govt Acct &amp; Audit","SU","1:00 PM - 3:45 PM","Xiao, Jian","PH 116","16","25","In-Person",
"01","57745","ACE 005W (3, 3)","Great Works Of Lit","M","6:55 PM - 9:45 PM","Cloarec, Yves","KY 277","23","22","In-Person",
"01","66588","AFST 102 (3, 3)","Survey African Civ 2","T, TH","10:45 AM - 12:00 PM","Julmisse, Evelyn","PH 118","35","35","In-Person",
"01","66597","AFST 201W (3, 3)","Intro Black Cultures","T, TH","1:40 PM - 2:55 PM","Julmisse, Evelyn","PH 118","26","25","In-Person",
"01","66620","AFST 202 (3, 3)","Black Urban Exper","T, TH","4:30 PM - 5:45 PM","Julmisse, Evelyn","KY 244","8","35","In-Person",
"01","66629","AFST 232W (3, 3)","Caribbean Lit","F","5:30 PM - 8:30 PM",", ","KY 244","11","25","In-Person",
"01","65927","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","10:45 AM - 12:00 PM","Manson, Douglas","KY 427","14","25","In-Person",
"04","77998","AMST 110W (3, 3)","Intro Amer Soc/Culture","M, W","10:45 AM - 12:00 PM","Schnur, Kate","KG 105","15","25","In-Person",
"03","77997","AMST 110W (3, 3)","Intro Amer Soc/Culture","M, W","4:30 PM - 5:45 PM","Hines, Katherine","RA 112","15","25","In-Person",
"02","65929","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","1:40 PM - 2:55 PM","Manson, Douglas","KY 429","8","25","In-Person",
"09","64624","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Spice, Anne","KY 150","130","130","Web-Enhanced",
"07","64615","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","9:15 AM - 10:30 AM","Galal, Ola","KY 312","16","40","Web-Enhanced",
"06","64607","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","6:30 PM - 7:45 PM","Parisano, Christopher","PH 114","25","40","Web-Enhanced",
"05","64600","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","3:10 PM - 4:25 PM","Elisha, Omri","KY 250","64","90","Web-Enhanced",
"04","64596","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","1:40 PM - 2:55 PM","Halliburton, Murphy","KY 250","90","90","Web-Enhanced",
"03","64589","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Halliburton, Murphy","KY 250","90","90","Web-Enhanced",
"02","64579","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","9:15 AM - 10:30 AM","Choi, Jimee","PH 114","38","40","Web-Enhanced",
"01","64577","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","7:45 AM - 9:00 AM","Choi, Jimee","PH 114","13","40","Web-Enhanced",
"08","64619","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Leynse, Wendy","KY 150","130","130","Web-Enhanced",
"08","64619","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Perez, Ramona","KY 150","130","130","Web-Enhanced",
"12","64647","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","5:00 PM - 6:15 PM","Augustyniak, Nadia","PH 114","30","40","Web-Enhanced",
"11","64643","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","3:10 PM - 4:25 PM","Chrisler, Matthew","KY 150","40","130","Web-Enhanced",
"10","64637","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","1:40 PM - 2:55 PM","Chrisler, Matthew","KY 150","69","130","Web-Enhanced",
"07","64650","ANTH 102 (3, 3)","Intro Human Evol","F","12:15 PM - 3:05 PM","Pagano, Anthony","PH 114","40","40","Web-Enhanced",
"08","64854","ANTH 102 (3, 3)","Intro Human Evol","S","9:15 AM - 12:00 PM","Pagano, Anthony","PH 114","41","40","Web-Enhanced",
"03","64595","ANTH 102 (3, 3)","Intro Human Evol","M, W","1:40 PM - 2:55 PM","Forrest, Frances","KY 150","135","130","Web-Enhanced",
"04","64612","ANTH 102 (3, 3)","Intro Human Evol","T, TH","9:15 AM - 10:30 AM","Plummer, Thomas","KY 150","107","130","Web-Enhanced",
"02","64587","ANTH 102 (3, 3)","Intro Human Evol","M, W","10:45 AM - 12:00 PM","Lamela Lopez, Raquel","PH 114","41","40","Web-Enhanced",
"01","64580","ANTH 102 (3, 3)","Intro Human Evol","M, W","9:15 AM - 10:30 AM","Forrest, Frances","KY 150","129","130","Web-Enhanced",
"04","64604","ANTH 103 (3, 3)","Intro To Archaeology","M","5:00 PM - 7:50 PM","Manfra Mcgovern, Allison","KY 250","34","90","Web-Enhanced",
"03","64598","ANTH 103 (3, 3)","Intro To Archaeology","M, W","3:10 PM - 4:25 PM","Moore, James","KY 150","72","110","Web-Enhanced",
"07","64627","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","12:15 PM - 1:30 PM","Bracken, Justin","KY 250","55","90","Web-Enhanced",
"08","64639","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","1:40 PM - 2:55 PM","Suri, Miranda","KY 250","91","90","Web-Enhanced",
"09","64642","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","3:10 PM - 4:25 PM","Suri, Miranda","RZ 347","35","35","Web-Enhanced",
"02","64588","ANTH 103 (3, 3)","Intro To Archaeology","M, W","10:45 AM - 12:00 PM","Pugh, Timothy","KY 150","130","130","Web-Enhanced",
"05","64610","ANTH 103 (3, 3)","Intro To Archaeology","M, W","7:45 AM - 9:00 AM","Feeley, Francis","PH 114","40","40","Web-Enhanced",
"01","64582","ANTH 103 (3, 3)","Intro To Archaeology","M, W","9:15 AM - 10:30 AM","Frissell, Cara","KY 250","18","80","Web-Enhanced",
"06","64618","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","10:45 AM - 12:00 PM","Georges, Jemima","PH 114","42","40","Web-Enhanced",
"03","64613","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","9:15 AM - 10:30 AM","Schmitt, Doreen","KY 250","79","75","Web-Enhanced",
"05","64644","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","3:10 PM - 4:25 PM","Rodriguez Aponte, Juan","KY 250","69","90","Web-Enhanced",
"06","64648","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","5:00 PM - 6:15 PM","Rodriguez Aponte, Juan","KY 250","44","90","Web-Enhanced",
"04","64620","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","10:45 AM - 12:00 PM","Schmitt, Doreen","KY 250","81","75","Web-Enhanced",
"02","64591","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","10:45 AM - 12:00 PM","Delfino, Jennifer","RZ 347","32","35","Web-Enhanced",
"01","64623","ANTH 200 (3, 3)","History Of Anthropology","T, TH","12:15 PM - 1:30 PM","Birth, Kevin","PH 114","31","30","In-Person",
"01","64594","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","M, W","1:40 PM - 2:55 PM","Elisha, Omri","PH 114","25","40","Web-Enhanced",
"01","64586","ANTH 212 (3, 3)","Peoples Of The Middle East","M, W","9:15 AM - 10:30 AM","Limbert, Mandana","PH 304","13","20","Web-Enhanced",
"01","64636","ANTH 220 (3, 3)","Food And Culture","T, TH","1:40 PM - 2:55 PM","Barton, Scott","PH 114","31","40","Web-Enhanced",
"01","64636","ANTH 220 (3, 3)","Food And Culture","T, TH","1:40 PM - 2:55 PM","Perez, Ramona","PH 114","31","40","Web-Enhanced",
"01","64585","ANTH 240 (3, 3)","Essentials Of Archaeology","M, W","9:15 AM - 10:30 AM","Moore, James","PH 311","8","20","Web-Enhanced",
"02","64611","ANTH 249 (3, 3)","Vt:Topcis Arch Area St","M, W","9:15 AM - 10:30 AM","Feeley, Francis","PH 114","21","40","Web-Enhanced",
"01","64603","ANTH 249 (3, 3)","Vt:Topcis Arch Area St","M, W","3:10 PM - 4:25 PM","Pugh, Timothy","PH 351","9","20","Web-Enhanced",
