"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"04","45764","ACCT 362W (3, 3)","Business Law II","T, TH","7:45 AM - 9:00 AM","Linn, David","OL ONLINE","16","26","Online",
"02","45762","ACCT 362W (3, 3)","Business Law II","M, W","10:45 AM - 12:00 PM","Herczog, Leo","OL ONLINE","25","26","Online",
"01","45761","ACCT 362W (3, 3)","Business Law II","M, W","9:15 AM - 10:30 AM","Herczog, Leo","OL ONLINE","24","26","Online",
"01","45796","ACCT 363 (3, 3)","Business Law III","M, W","1:40 PM - 2:55 PM","Herczog, Leo","OL ONLINE","33","35","Online",
"02","45797","ACCT 363 (3, 3)","Business Law III","M, W","6:30 PM - 7:45 PM","Elan, Robert","OL ONLINE","17","35","Online",
"03","45798","ACCT 363 (3, 3)","Business Law III","SU","9:15 AM - 12:00 PM","Linn, David"," ","35","35","Online",
"06","45825","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","8:20 AM - 12:00 PM","Calamari, Joseph","OL ONLINE","42","42","Online",
"01","45820","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","1:40 PM - 3:30 PM","Leibowicz, Barry","OL ONLINE","28","42","Online",
"02","45821","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","10:05 AM - 11:55 AM","Blumenfrucht, Israel","OL ONLINE","33","42","Online",
"03","45822","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","3:00 PM - 4:50 PM","Thaler, Michael","OL ONLINE","41","42","Online",
"04","45823","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","5:00 PM - 6:40 PM","Barone, Ernest","OL ONLINE","43","42","Online",
"05","45824","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","6:55 PM - 8:35 PM","Barone, Ernest","OL ONLINE","42","42","Online",
"06","45849","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","SU","9:15 AM - 12:00 PM","Balkaran, Dianand","OL ONLINE","43","43","Online",
"01","45844","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","M, W","3:10 PM - 4:25 PM","Sun, Fang","OL ONLINE","40","43","Online",
"05","45848","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","TH","6:30 PM - 9:20 PM","Xiao, Jian","OL ONLINE","14","43","Online",
"04","45847","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","M, W","6:30 PM - 7:45 PM","Sun, Fang","OL ONLINE","26","43","Online",
"03","45846","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","T, TH","3:10 PM - 4:25 PM","Silverman, Arthur","OL ONLINE","43","43","Online",
"02","45845","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","M, W","5:00 PM - 6:15 PM","Sun, Fang","OL ONLINE","36","43","Online",
"01","45858","ACCT 385 (3, 3)","Data Analytics for Accountants","W","6:30 PM - 9:20 PM","Solieri, Steven","OL ONLINE","9","15","Online",
"01","67405","ACCT 3911 (1, 1)","Special Problems","&nbsp;"," - ","Milich, Marvin"," ","1","1","Online",
"01","45864","ACCT 3913 (3, 3)","Special Problems","T","6:30 PM - 9:20 PM","Solieri, Steven","OL ONLINE","8","15","Online",
"01","45860","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Herczog, Leo","OL ONLINE","16","15","Online",
"01","45862","ACCT 398 (3, 3)","Internship","&nbsp;"," - ","Ruthizer, Scott","OL ONLINE","0","15","Online",
"01","45868","ACCT 707 (3, 3)","Issues In Mgmt Acct","S","9:15 AM - 12:00 PM","Wheatman, Barry","OL ONLINE","25","20","Online",
"01","45871","ACCT 712 (3, 3)","Adv Fin Acct Theory","M","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","OL ONLINE","24","20","Online",
"02","45872","ACCT 712 (3, 3)","Adv Fin Acct Theory","TH","6:30 PM - 9:20 PM","Hitzig, Neal","OL ONLINE","22","20","Online",
"01","45874","ACCT 723 (3, 3)","Adv Auditing Theory","F","6:30 PM - 9:20 PM","Zarate, Gloria","OL ONLINE","32","20","Online",
"02","45875","ACCT 723 (3, 3)","Adv Auditing Theory","SU","9:15 AM - 12:00 PM","Zarate, Gloria","OL ONLINE","29","20","Online",
"01","45879","ACCT 747 (3, 3)","Tax &amp; Accounting Communication","S","1:00 PM - 4:00 PM","Nigrelli, Ursula","OL ONLINE","60","60","Online",
"01","45881","ACCT 748 (3, 3)","Adv Acct Info Systms","W","6:30 PM - 9:20 PM","Mazzo, Mark","OL ONLINE","27","20","Online",
"01","45888","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","1:40 PM - 2:55 PM","Herczog, Leo","OL ONLINE","13","20","Online",
"02","45889","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","6:30 PM - 7:45 PM","Elan, Robert","OL ONLINE","7","20","Online",
"03","45890","ACCT 752 (3, 3)","Adv Stdy In Bus Law","SU","9:15 AM - 12:00 PM","Linn, David"," ","18","20","Online",
"01","45893","ACCT 757 (3, 3)","Fed Taxation of Business Ent","M","6:30 PM - 9:20 PM","Balkaran, Dianand","OL ONLINE","32","20","Online",
"02","45894","ACCT 757 (3, 3)","Fed Taxation of Business Ent","W","6:30 PM - 9:20 PM","Ahroni, Scott"," ","26","20","Online",
"01","45895","ACCT 759 (3, 3)","Estate, Gifts &amp; Trust Taxation","M","6:30 PM - 9:20 PM","Ahroni, Scott","OL ONLINE","18","20","Online",
"01","45902","ACCT 791 (0, 3)","Appl Fin Dyn Analy Model","W","6:30 PM - 9:20 PM","Solieri, Steven","OL ONLINE","15","10","Online",
"01","45909","ACCT 7913 (3, 3)","Special Problems in Accounting","T","6:30 PM - 9:20 PM","Solieri, Steven","OL ONLINE","6","10","Online",
"1","48305","AFST 101 (3, 3)","Survey African Civ 1","T","6:30 PM - 9:20 PM","Barnes Jr, Gordon","OL ONLINE","15","30","Online",
"1","48307","AFST 201W (3, 3)","Introduction to Black Cultures","M, W","1:40 PM - 2:55 PM","Flowers, Deidre","OL ONLINE","15","15","Online",
"06","44228","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","1:40 PM - 2:55 PM","Choi, Jimee","OL ONLINE","110","110","Online",
"04","44219","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Leynse, Wendy","OL ONLINE","129","130","Online",
"02","44187","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Nogues Martin, Pere","OL ONLINE","129","130","Online",
"07","44487","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","3:10 PM - 4:25 PM","Elisha, Omri","OL ONLINE","120","120","Online",
"02","44187","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Ramachandran, Nikhil","OL ONLINE","129","130","Online",
"01","44165","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","9:15 AM - 10:30 AM","Novacich, Samuel","OL ONLINE","200","200","Online",
"01","44165","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","9:15 AM - 10:30 AM","Collins, John","OL ONLINE","200","200","Online",
"14","65848","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Unluonen, Emine Busra"," ","60","60","Online",
"02","44187","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Strassler, Karen","OL ONLINE","129","130","Online",
"03","44191","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Payne, Richard","OL ONLINE","134","135","Online",
"08","44499","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","3:10 PM - 4:25 PM","Choi, Jimee","OL ONLINE","70","70","Online",
"12","65844","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","9:15 AM - 10:30 AM","Payne, Richard"," ","70","70","Online",
"13","65847","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Galal, Ola"," ","60","60","Online",
"09","44519","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","5:00 PM - 6:15 PM","Tolleson, James","OL ONLINE","50","50","Online",
"10","44521","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","5:00 PM - 6:15 PM","Unluonen, Emine Busra","OL ONLINE","60","60","Online",
"05","44227","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","1:40 PM - 2:55 PM","Elisha, Omri","OL ONLINE","120","120","Online",
"02","44167","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","9:15 AM - 10:30 AM","Lamela Lopez, Raquel","OL ONLINE","70","70","Online",
"01","44155","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","7:45 AM - 9:00 AM","Lamela Lopez, Raquel","OL ONLINE","70","70","Online",
"09","44524","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","6:30 PM - 7:45 PM","Shibata, Chihiro","OL ONLINE","74","70","Online",
"08","44515","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","5:00 PM - 6:15 PM","Shibata, Chihiro","OL ONLINE","111","110","Online",
"07","44513","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","5:00 PM - 6:15 PM","Wilson, Evan","OL ONLINE","50","50","Online",
"06","44485","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","3:10 PM - 4:25 PM","Madimenos, Felicia","OL ONLINE","110","110","Online",
"11","47434","ANTH 102 (3, 3)","Intro to Human Evolution","S","9:15 AM - 11:55 AM","Pagano, Anthony","OL ONLINE","102","100","Online",
"12","63055","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","1:40 PM - 2:55 PM","Henriquez, Megan","OL ONLINE","60","60","Online",
"05","44229","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","1:40 PM - 2:55 PM","Amann, Alexis","OL ONLINE","110","110","Online",
"04","44217","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","12:15 PM - 1:30 PM","Evans, Katarina","OL ONLINE","111","110","Online",
"03","44198","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","10:45 AM - 12:00 PM","Shinn, Ryan","OL ONLINE","200","200","Online",
"03","44198","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","10:45 AM - 12:00 PM","Plummer, Thomas","OL ONLINE","200","200","Online",
"06","44224","ANTH 103 (3, 3)","Introduction to Archaeology","T, TH","1:40 PM - 2:55 PM","Victor, Megan","OL ONLINE","49","50","Online",
"05","44218","ANTH 103 (3, 3)","Introduction to Archaeology","T, TH","12:15 PM - 1:30 PM","Feeley, Francis","OL ONLINE","155","155","Online",
"03","44169","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","9:15 AM - 10:30 AM","Victor, Megan","OL ONLINE","52","50","Online",
"07","44225","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","1:40 PM - 2:55 PM","Pugh, Timothy","OL ONLINE","120","120","Online",
"04","44202","ANTH 103 (3, 3)","Introduction to Archaeology","T, TH","10:45 AM - 12:00 PM","Squires, Kristen","OL ONLINE","70","70","Online",
"02","44168","ANTH 103 (3, 3)","Introduction to Archaeology","T, TH","9:15 AM - 10:30 AM","Rose, Nicole","OL ONLINE","54","70","Online",
"01","44180","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","9:15 AM - 10:30 AM","Schmitt, Doreen","OL ONLINE","84","85","Online",
"02","44199","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","10:45 AM - 12:00 PM","Schmitt, Doreen","OL ONLINE","90","90","Online",
"04","44492","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","3:10 PM - 4:25 PM","Quesada Nieto, Luis","OL ONLINE","69","70","Online",
"03","44484","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","3:10 PM - 4:25 PM","Makihara, Miki","OL ONLINE","110","110","Online",
"01","44216","ANTH 200 (3, 3)","History of Anthropology","M, W","10:45 AM - 12:00 PM","Birth, Kevin","PH 130","18","16","Hybrid",
"01","44223","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","M, W","1:40 PM - 2:55 PM","Limbert, Mandana","OL ONLINE","24","35","Online",
"01","44529","ANTH 205 (3, 3)","Peoples Of Mexico &amp; C America","T, TH","5:00 PM - 6:15 PM","Quesada Nieto, Luis","OL ONLINE","34","35","Online",
"01","44166","ANTH 208W (3, 3)","Peoples of South Asia","T, TH","9:15 AM - 10:30 AM","Halliburton, Murphy","OL ONLINE","20","20","Online",
"01","44475","ANTH 232 (3, 3)","Photography &amp; the Visual World","W","1:40 PM - 4:30 PM","Strassler, Karen","OL ONLINE","25","25","Online",
"01","44469","ANTH 238 (3, 3)","Research Design and Method","T, TH","1:40 PM - 2:55 PM","Feeley, Francis","OL ONLINE","25","25","Online",
"01","44204","ANTH 240 (3, 3)","Essentials of Archaeology","M, W","10:45 AM - 12:00 PM","Pugh, Timothy","OL ONLINE","25","25","Online",
"01","44212","ANTH 246W (3, 3)","Archaeology of the Near East","T, TH","10:45 AM - 12:00 PM","Bauer, Alexander","OL ONLINE","20","20","Online",
"01","44182","ANTH 260 (3, 3)","Essent Biol Anthro","M, W","9:15 AM - 10:30 AM","Shinn, Ryan","OL ONLINE","25","35","Online",
"01","44182","ANTH 260 (3, 3)","Essent Biol Anthro","M, W","9:15 AM - 10:30 AM","Pechenkina, Ekaterina","OL ONLINE","25","35","Online",
"01","44215","ANTH 279 (3, 3)","Vt:Topics Biol Anthropology","T, TH","10:45 AM - 12:00 PM","Shinn, Ryan","OL ONLINE","17","35","Online",
"01","44215","ANTH 279 (3, 3)","Vt:Topics Biol Anthropology","T, TH","10:45 AM - 12:00 PM","Madimenos, Felicia","OL ONLINE","17","35","Online",
"01","44481","ANTH 290W (3, 3)","Topics in Anthropology","T, TH","3:10 PM - 4:25 PM","Romera Barbera, Aida","OL ONLINE","35","35","Online",
"01","44221","ANTH 330 (3, 3)","Sem In Cult Anthro","T, TH","12:15 PM - 1:30 PM","Halliburton, Murphy","OL ONLINE","14","25","Online",
"01","44181","ANTH 340 (3, 3)","Archeol Method &amp;Theory","T, TH","9:15 AM - 10:30 AM","Bauer, Alexander","OL ONLINE","10","25","Online",
"01","44183","ANTH 388 (3, 3)","Voices of New York","M, W","10:45 AM - 12:00 PM","Makihara, Miki","OL ONLINE","20","20","Online",
"01","44183","ANTH 388 (3, 3)","Voices of New York","M, W","10:45 AM - 12:00 PM","Newman, Michael","OL ONLINE","20","20","Online",
"1","65345","ANTH 390 (3, 3)","Senior Honors Thesis","M, W","10:00 AM - 2:00 PM","Moore, James","KY 053","1","1","Hybrid",
"01","44848","ARAB 101 (4, 4)","Elementary Arabic I","T, TH","10:05 AM - 11:55 AM","Abdelghany, Hala","OL ONLINE","28","28","Online",
"02","44850","ARAB 101 (4, 4)","Elementary Arabic I","T, TH","12:10 PM - 2:00 PM","Beck, Kirsten","OL ONLINE","29","28","Online",
"03","44864","ARAB 101 (4, 4)","Elementary Arabic I","T, TH","3:10 PM - 5:00 PM","Beck, Kirsten","OL ONLINE","28","28","Online",
"04","45118","ARAB 101 (4, 4)","Elementary Arabic I","M, W","10:05 AM - 11:55 AM","Taleghani, Rebecca","OL ONLINE","28","28","Online",
"01","45120","ARAB 203 (3, 3)","Intermediate Arabic I","T, TH","12:15 PM - 1:30 PM","Abdelghany, Hala","OL ONLINE","22","28","Online",
"01","45099","ARTH 001 (3, 3)","Introduction to Art","T","1:40 PM - 4:30 PM","Breidenthal, Magdalene","OL ONLINE","60","60","Online",
"02","65489","ARTH 001 (3, 3)","Introduction to Art","W","1:40 PM - 4:30 PM","Waldron, Lawrence","OL ONLINE","50","50","Online",
"01","45156","ARTH 101 (3, 3)","History of Western Art I","T","10:00 AM - 12:50 PM","Racaniello, Kristen","OL ONLINE","51","50","Online",
"01","45138","ARTH 102 (3, 3)","History of Western Art II","T","10:00 AM - 12:50 PM","Sund, Judy","OL ONLINE","64","60","Online",
"03","45143","ARTH 102 (3, 3)","History of Western Art II","F","10:00 AM - 12:50 PM","Hartel Jr, Herbert","OL ONLINE","49","50","Online",
