"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"03","7348","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","W, F","10:05 AM - 11:55 AM","Erlach, David","PH 118","42","55","In-Person",
"02","7347","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","W, F","8:00 AM - 9:50 AM","Gruza, Marvin","RA 201","20","30","In-Person",
"01","7346","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","8:00 AM - 9:50 AM","Dauber, Nicky","PH 130","54","55","In-Person",
"08","7365","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","S","8:20 AM - 12:00 PM","Khanna, Himanshu","PH 204","41","55","In-Person",
"07","7364","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","F","6:30 PM - 10:10 PM","Benjamin, Ranjitkumar","PH 110","44","55","In-Person",
"01","7358","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","W, F","10:05 AM - 11:55 AM","Gruza, Marvin","RA 201","16","55","In-Person",
"02","7359","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","1:40 PM - 3:20 PM","Erlach, David","PH 118","55","55","In-Person",
"06","7363","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","6:55 PM - 8:45 PM","Kessar, Nathaniel","PH 116","17","55","In-Person",
"03","7360","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","10:05 AM - 11:55 AM","Feisullin, Anita","RA 201","55","55","In-Person",
"04","7361","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","5:00 PM - 6:40 PM","David, Amy","PH 116","51","55","In-Person",
"05","7362","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","6:55 PM - 8:45 PM","Sun, Fang","PH 116","19","30","In-Person",
"09","7366","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","SU","8:20 AM - 12:00 PM","Benjamin, Ranjitkumar","PH 114","44","55","In-Person",
"02","7368","ACCT 201 (4, 4)","Inter Acct 1","T, TH","10:05 AM - 12:00 PM","Weiss, Renee","PH 212","29","30","In-Person",
"03","7369","ACCT 201 (4, 4)","Inter Acct 1","T, TH","12:10 PM - 2:00 PM","Weiss, Renee","PH 212","29","30","In-Person",
"01","7367","ACCT 201 (4, 4)","Inter Acct 1","M, W","8:40 AM - 10:30 AM","Hornung, David","PH 110","42","42","In-Person",
"04","7370","ACCT 201 (4, 4)","Inter Acct 1","T, TH","2:15 PM - 4:05 PM","Levine, Marc","PH 130","49","51","In-Person",
"05","7371","ACCT 201 (4, 4)","Inter Acct 1","T, TH","5:00 PM - 6:40 PM","Levine, Marc","PH 130","43","46","In-Person",
"06","7372","ACCT 201 (4, 4)","Inter Acct 1","M, W","6:55 PM - 8:35 PM","Lahijani, Richard","PH 113","39","42","In-Person",
"07","7373","ACCT 201 (4, 4)","Inter Acct 1","T","6:30 PM - 10:20 PM","Nussbaum, Stephen","PH 114","40","42","In-Person",
"08","7374","ACCT 201 (4, 4)","Inter Acct 1","SU","8:20 AM - 12:00 PM","Wasserstrum, David","PH 112","40","42","In-Person",
"01","7375","ACCT 202 (3, 2)","Inter Acct 2","M, W","10:45 AM - 12:00 PM","Hornung, David","PH 110","55","53","In-Person",
"02","7376","ACCT 202 (3, 2)","Inter Acct 2","M, W","1:40 PM - 2:55 PM","Hornung, David","PH 110","52","53","In-Person",
"03","7377","ACCT 202 (3, 2)","Inter Acct 2","M, W","3:10 PM - 4:25 PM","Schwalb, Helen","RA 201","29","53","In-Person",
"04","7378","ACCT 202 (3, 2)","Inter Acct 2","T, TH","2:15 PM - 3:30 PM","Weiss, Renee","PH 212","30","30","In-Person",
"05","7379","ACCT 202 (3, 2)","Inter Acct 2","M, W","6:30 PM - 7:45 PM","Schwalb, Helen","PH 117","33","53","In-Person",
"06","7380","ACCT 202 (3, 2)","Inter Acct 2","M, W","8:00 PM - 9:15 PM","Kumar, Vijay","PH 112","48","53","In-Person",
"07","7381","ACCT 202 (3, 2)","Inter Acct 2","SU","9:15 AM - 12:00 PM","Zapf, Michael","PH 118","40","53","In-Person",
"04","7501","ACCT 261 (3, 3)","Business Law l","M, W","3:10 PM - 4:25 PM","Leibowicz, Barry","PH 112","41","44","In-Person",
"05","7502","ACCT 261 (3, 3)","Business Law l","T, TH","3:10 PM - 4:25 PM","Milich, Marvin","PH 112","46","44","In-Person",
"06","7503","ACCT 261 (3, 3)","Business Law l","T, TH","5:00 PM - 6:15 PM","Milich, Marvin","PH 112","33","44","In-Person",
"07","7504","ACCT 261 (3, 3)","Business Law l","M, W","6:30 PM - 7:45 PM","Kirschner, David","RA 201","25","44","In-Person",
"08","7505","ACCT 261 (3, 3)","Business Law l","F","6:30 PM - 9:20 PM","Seymore, Javier","PH 112","44","44","In-Person",
"09","7506","ACCT 261 (3, 3)","Business Law l","SU","9:15 AM - 12:00 PM","Stein, Randy","PH 119","39","44","In-Person",
"01","7498","ACCT 261 (3, 3)","Business Law l","M, W","7:45 AM - 9:00 AM","Mintz, Seymour","PH 012","37","44","In-Person",
"02","7499","ACCT 261 (3, 3)","Business Law l","M, W","9:15 AM - 10:30 AM","Mintz, Seymour","PH 012","44","44","In-Person",
"03","7500","ACCT 261 (3, 3)","Business Law l","M, W","1:40 PM - 2:55 PM","Leibowicz, Barry","PH 112","43","44","In-Person",
"04","7388","ACCT 305 (3, 2)","Cost Acct","T, TH","1:40 PM - 2:55 PM","Milo, Michael","PH 110","41","47","In-Person",
"03","7387","ACCT 305 (3, 2)","Cost Acct","T, TH","9:15 AM - 10:30 AM","Milo, Michael","PH 012","45","45","In-Person",
"02","7386","ACCT 305 (3, 2)","Cost Acct","M, W","5:00 PM - 6:15 PM","Huang, Qianyun (Ivy)","PH 110","46","47","In-Person",
"01","7385","ACCT 305 (3, 2)","Cost Acct","M, W","3:10 PM - 4:25 PM","Huang, Qianyun (Ivy)","PH 110","47","47","In-Person",
"05","7389","ACCT 305 (3, 2)","Cost Acct","T, TH","5:00 PM - 6:15 PM","Milo, Michael","PH 110","47","47","In-Person",
"06","7390","ACCT 305 (3, 2)","Cost Acct","M, W","6:30 PM - 7:45 PM","Mazzo, Mark","PH 112","16","47","In-Person",
"07","7391","ACCT 305 (3, 2)","Cost Acct","T, TH","8:50 PM - 10:05 PM","Kessar, Nathaniel","PH 112","10","47","In-Person",
"08","7392","ACCT 305 (3, 2)","Cost Acct","SU","9:15 AM - 12:00 PM","Qureshi, Anique","PH 212","42","47","Online",
"04","7396","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","10:05 AM - 11:55 AM","Solieri, Steven","PH 130","41","43","In-Person",
"03","7395","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","8:00 AM - 9:50 AM","Adelberg, Arthur","SB B137","81","84","Online",
"02","7394","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","5:00 PM - 6:40 PM","Stevens, Michael","PH 130","40","43","In-Person",
"01","7393","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","2:15 PM - 4:05 PM","Stevens, Michael","PH 113","27","43","In-Person",
"05","7397","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","8:50 PM - 10:30 PM","Mazzo, Mark","PH 130","22","43","In-Person",
"06","7398","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","SU","1:00 PM - 5:00 PM","Qureshi, Anique","PH 212","55","53","Online",
"01","7445","ACCT 311 (4, 3)","Advcd Acct","T, TH","8:00 AM - 9:50 AM","Satenstein, Jeffrey","PH 112","19","49","In-Person",
"02","7446","ACCT 311 (4, 3)","Advcd Acct","T, TH","10:05 AM - 11:55 AM","Satenstein, Jeffrey","PH 112","43","49","In-Person",
"03","7447","ACCT 311 (4, 3)","Advcd Acct","T, TH","12:10 PM - 2:00 PM","David, Amy","PH 116","45","49","In-Person",
"04","7448","ACCT 311 (4, 3)","Advcd Acct","T, TH","2:15 PM - 4:05 PM","David, Amy","PH 116","38","49","In-Person",
"05","7449","ACCT 311 (4, 3)","Advcd Acct","T, TH","6:55 PM - 8:35 PM","Juva, John","RA 205","20","49","In-Person",
"06","7450","ACCT 311 (4, 3)","Advcd Acct","SU","1:00 PM - 5:00 PM","Balkaran, Dianand","PH 110","49","49","In-Person",
"07","7451","ACCT 311 (4, 3)","Advcd Acct","SU","1:00 PM - 5:00 PM","Dockery, Marlene","PH 112","49","49","In-Person",
"01","7459","ACCT 321 (4, 3)","Auditing 1","M, W","10:05 AM - 11:55 AM","Dauber, Nicky","PH 130","47","48","In-Person",
"02","7460","ACCT 321 (4, 3)","Auditing 1","M, W","1:40 PM - 3:30 PM","Mintz, Seymour","PH 012","40","41","In-Person",
"03","7461","ACCT 321 (4, 3)","Auditing 1","T, TH","8:00 AM - 9:50 AM","Solieri, Steven","PH 130","32","48","In-Person",
"04","7462","ACCT 321 (4, 3)","Auditing 1","M, W","8:50 PM - 10:30 PM","Fitzsimons, Sean","PH 116","27","48","In-Person",
"05","7463","ACCT 321 (4, 3)","Auditing 1","SU","8:20 AM - 12:00 PM","Kumar, Vijay","PH 110","47","48","In-Person",
"06","7490","ACCT 322 (3, 3)","Auditing 2","SU","9:15 AM - 12:00 PM","Ruthizer, Scott","PH 130","50","50","In-Person",
"01","7485","ACCT 322 (3, 3)","Auditing 2","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","PH 130","51","50","In-Person",
"02","7486","ACCT 322 (3, 3)","Auditing 2","T, TH","1:40 PM - 2:55 PM","Hitzig, Neal","KY 220","29","30","In-Person",
"03","7487","ACCT 322 (3, 3)","Auditing 2","T, TH","4:00 PM - 5:15 PM","Hitzig, Neal","PH 212","26","30","In-Person",
"04","7488","ACCT 322 (3, 3)","Auditing 2","M, W","6:30 PM - 7:45 PM","Fitzsimons, Sean","PH 110","47","50","In-Person",
"05","7489","ACCT 322 (3, 3)","Auditing 2","F","6:30 PM - 9:15 PM","Juva, John","PH 130","24","50","In-Person",
"01","7493","ACCT 341 (3, 3)","Acct Info Syst","S","1:00 PM - 4:00 PM","Qureshi, Anique","PH 212","67","67","Online",
"01","7495","ACCT 343 (3, 3)","Microcomp Apps Acct","S","9:15 AM - 12:00 PM","Qureshi, Anique","PH 212","30","30","In-Person",
"02","7497","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","6:30 PM - 7:45 PM","Silverman, Arthur","PH 110","34","46","In-Person",
"01","7496","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","1:40 PM - 2:55 PM","Satenstein, Jeffrey","PH 112","26","46","In-Person",
"01","7517","ACCT 362 (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Altman, Julie","KY 270","54","55","In-Person",
"02","7518","ACCT 362 (3, 3)","Business Law 2","S","9:15 AM - 12:00 PM","Katz, Jeffrey","PH 130","66","70","In-Person",
"08","7514","ACCT 362W (3, 3)","Business Law 2","S","1:00 PM - 4:00 PM","Seymore, Javier","PH 110","19","20","In-Person",
"09","7515","ACCT 362W (3, 3)","Business Law 2","SU","9:15 AM - 12:00 PM","Kirschner, David","PH 121","10","20","In-Person",
"10","7516","ACCT 362W (3, 3)","Business Law 2","SU","1:00 PM - 4:00 PM","Mintz, Seymour","PH 204","19","20","In-Person",
"07","7513","ACCT 362W (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Georgiades, Emily","KY 312","20","20","In-Person",
"06","7512","ACCT 362W (3, 3)","Business Law 2","T, TH","5:00 PM - 6:15 PM","Altman, Julie","RA 201","21","20","In-Person",
"05","7511","ACCT 362W (3, 3)","Business Law 2","T, TH","9:15 AM - 10:30 AM","Linn, David","PH 113","19","20","In-Person",
"03","7509","ACCT 362W (3, 3)","Business Law 2","M, W","10:45 AM - 12:00 PM","Mintz, Seymour","PH 012","27","27","In-Person",
"02","7508","ACCT 362W (3, 3)","Business Law 2","M, W","10:45 AM - 12:00 PM","Davidovits, Murray","PH 116","14","20","In-Person",
"01","7507","ACCT 362W (3, 3)","Business Law 2","M, W","9:15 AM - 10:30 AM","Davidovits, Murray","PH 116","10","20","In-Person",
"04","7510","ACCT 362W (3, 3)","Business Law 2","T, TH","7:45 AM - 9:00 AM","Linn, David","PH 116","21","20","In-Person",
"02","7520","ACCT 363 (3, 3)","Business Law 3","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 114","18","30","In-Person",
"03","7521","ACCT 363 (3, 3)","Business Law 3","SU","9:15 AM - 12:00 PM","Linn, David","PH 152","16","30","In-Person",
"01","7519","ACCT 363 (3, 3)","Business Law 3","M, W","1:40 PM - 2:55 PM","Davidovits, Murray","PH 116","20","30","In-Person",
"07","7528","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","1:00 PM - 4:50 PM","Ruthizer, Scott","PH 130","54","55","In-Person",
"01","7522","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","10:05 AM - 11:55 AM","Leibowicz, Barry","PH 112","52","55","In-Person",
"02","7523","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","4:00 PM - 5:40 PM","Mandelkorn, Steven","PH 116","38","55","In-Person",
"03","7524","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","10:05 AM - 11:55 AM","Blumenfrucht, Israel","PH 110","43","44","In-Person",
"04","7525","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","5:00 PM - 6:40 PM","Barone, Ernest","RA 205","53","53","In-Person",
"05","7526","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","6:55 PM - 8:35 PM","Barone, Ernest","PH 130","50","55","In-Person",
"06","7527","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","8:10 AM - 11:40 AM","Lahijani, Richard","PH 156","26","55","In-Person",
"01","7529","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","M, W","3:10 PM - 4:25 PM","Sun, Fang","KY 312","41","49","In-Person",
"07","7535","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:15 AM - 12:00 PM","Balkaran, Dianand","PH 155","46","46","Online",
"06","7534","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:15 AM - 12:00 PM","Xiao, Jian","PH 154","19","49","In-Person",
"05","7533","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","TH","6:30 PM - 9:20 PM","Xiao, Jian","RA 201","8","49","In-Person",
"02","7530","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","M, W","5:00 PM - 6:15 PM","Sun, Fang","PH 112","49","49","In-Person",
"03","7531","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","3:10 PM - 4:25 PM","Silverman, Arthur","PH 117","46","49","In-Person",
"04","7532","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","5:00 PM - 6:15 PM","Silverman, Arthur","PH 155","46","49","In-Person",
"01","63276","ACCT 3921 (1, 1)","Special Problems","&nbsp;"," - ","Milich, Marvin"," ","1","1","In-Person",
"01","7536","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Dauber, Nicky","PH 347","9","35","In-Person",
"02","7537","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Davidovits, Murray"," ","13","35","In-Person",
"01","7538","ACCT 398 (3, 3)","Internship","&nbsp;"," - ","Ruthizer, Scott"," ","4","35","In-Person",
"01","7556","ACCT 707 (3, 3)","Issues In Mgmt Acct","S","9:15 AM - 12:00 PM","Wheatman, Barry","PH 153","28","25","In-Person",
"01","7557","ACCT 712 (3, 3)","Adv Fin Acct Theory","M","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","RA 205","23","20","In-Person",
"02","7558","ACCT 712 (3, 3)","Adv Fin Acct Theory","TH","6:30 PM - 9:20 PM","Hitzig, Neal","PH 202","20","20","In-Person",
"01","7559","ACCT 723 (3, 3)","Adv Auditing Theory","T","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","26","25","In-Person",
"02","7560","ACCT 723 (3, 3)","Adv Auditing Theory","TH","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","30","25","In-Person",
"01","7561","ACCT 747 (3, 3)","Comm &amp; Accountants","S","1:00 PM - 4:00 PM","Nigrelli, Ursula","PH 153","51","60","In-Person",
"01","7562","ACCT 748 (3, 3)","Adv Acct Info Systms","W","6:30 PM - 9:20 PM","Siegfried, Robert","PH 333","28","25","In-Person",
"01","7563","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","1:40 PM - 2:55 PM","Davidovits, Murray","PH 116","4","20","In-Person",
"02","7564","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 114","3","20","In-Person",
"03","7565","ACCT 752 (3, 3)","Adv Stdy In Bus Law","SU","9:15 AM - 12:00 PM","Linn, David","PH 152","24","20","In-Person",
"01","7566","ACCT 757 (3, 3)","Taxation Of Bus Ents","M","6:30 PM - 9:20 PM","Mandelkorn, Steven","PH 157","25","25","In-Person",
"02","7567","ACCT 757 (3, 3)","Taxation Of Bus Ents","W","7:00 PM - 9:50 PM","Stevens, Michael","PH 202","18","25","In-Person",
"01","7568","ACCT 758 (3, 3)","State &amp; Local Taxatn","M","6:30 PM - 9:20 PM","Ahroni, Scott","KY 419","18","20","In-Person",
"01","7569","ACCT 773 (3, 3)","Govt Acct &amp; Audit","SU","1:00 PM - 4:00 PM","Xiao, Jian","PH 152","17","20","In-Person",
"01","7226","AFST 102 (3, 3)","Survey African Civ 2","T, TH","10:45 AM - 12:00 PM","Julmisse, Evelyn","PH 118","35","35","In-Person",
"01","7227","AFST 201W (3, 3)","Intro Black Cultures","T, TH","1:40 PM - 2:55 PM","Julmisse, Evelyn","PH 118","26","25","In-Person",
"01","7229","AFST 234W (3, 3)","Black Women Writers","S","1:00 PM - 4:00 PM",", ","PH 118","20","25","In-Person",
"01","7230","AFST 300W (3, 3)","Africana Studies Sem","T, TH","4:30 PM - 5:45 PM","Julmisse, Evelyn","PH 114","16","25","In-Person",
"01","7752","AMST 110W (3, 3)","Intro Amer Soc/Culture","M, W","9:15 AM - 10:30 AM","Schnur, Kate","KY 148","25","25","In-Person",
"03","12044","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","12:15 PM - 1:30 PM","Manson, Douglas","RA 106","24","25","In-Person",
"02","12043","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","9:15 AM - 10:30 AM","Manson, Douglas","RA 106","24","25","In-Person",
"06","11815","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Elisha, Omri","KY 150","148","145","Web-Enhanced",
"03","11801","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","9:15 AM - 10:30 AM","Galal, Ola","PH 114","29","29","Web-Enhanced",
"09","11850","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","3:10 PM - 4:25 PM","Levin, Irina","KY 250","65","65","Web-Enhanced",
"05","11810","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Leynse, Wendy","KY 150","130","130","Web-Enhanced",
"07","11822","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Choi, Jimee","PH 114","40","40","Web-Enhanced",
"01","11795","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","7:45 AM - 9:00 AM","Choi, Jimee","PH 114","25","25","Web-Enhanced",
"11","11862","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","3:10 PM - 4:25 PM","Spice, Anne","KY 250","70","70","Web-Enhanced",
"08","11834","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","1:40 PM - 2:55 PM","Levin, Irina","KY 250","89","88","Web-Enhanced",
"13","48223","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","1:40 PM - 2:55 PM","Barton, Scott","RZ 347","24","25","Web-Enhanced",
"03","11800","ANTH 102 (3, 3)","Intro Human Evol","S","9:15 AM - 12:00 PM","Pagano, Anthony","PH 114","41","40","Web-Enhanced",
"02","11797","ANTH 102 (3, 3)","Intro Human Evol","M, W","9:15 AM - 10:30 AM","Lamela Lopez, Raquel","CD 134","85","85","Web-Enhanced",
"01","11794","ANTH 102 (3, 3)","Intro Human Evol","M, W","7:45 AM - 9:00 AM","Lamela Lopez, Raquel","CD 134","74","75","Web-Enhanced",
"05","11817","ANTH 102 (3, 3)","Intro Human Evol","T, TH","10:45 AM - 12:00 PM","Plummer, Thomas","KY 250","92","90","Web-Enhanced",
"13","48170","ANTH 102 (3, 3)","Intro Human Evol","T, TH","9:15 AM - 10:30 AM","Swedell, Larissa","KY 250","48","60","Web-Enhanced",
"06","11824","ANTH 102 (3, 3)","Intro Human Evol","T, TH","12:15 PM - 1:30 PM","Forrest, Frances","KY 150","150","145","Web-Enhanced",
"08","11833","ANTH 102 (3, 3)","Intro Human Evol","M, W","1:40 PM - 2:55 PM","Madimenos, Felicia","KY 250","82","82","Web-Enhanced",
"09","11855","ANTH 102 (3, 3)","Intro Human Evol","T, TH","3:10 PM - 4:25 PM","Shibata, Chihiro","RZ 347","40","40","Web-Enhanced",
"11","11860","ANTH 102 (3, 3)","Intro Human Evol","T, TH","5:00 PM - 6:15 PM","Shibata, Chihiro","RZ 347","40","40","Web-Enhanced",
"12","11861","ANTH 102 (3, 3)","Intro Human Evol","F","6:30 PM - 9:15 PM","Pagano, Anthony","PH 114","40","40","Web-Enhanced",
"04","11812","ANTH 102 (3, 3)","Intro Human Evol","M, W","10:45 AM - 12:00 PM","Evans, Katarina","PH 114","39","38","Web-Enhanced",
"03","11805","ANTH 103 (3, 3)","Intro To Archaeology","M, W","9:15 AM - 10:30 AM","Georges, Jemima","RZ 347","18","20","Web-Enhanced",
"02","11804","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","9:15 AM - 10:30 AM","Feeley, Francis","KY 150","97","105","Web-Enhanced",
"01","11796","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","7:45 AM - 9:00 AM","Feeley, Francis","KY 250","47","50","Web-Enhanced",
"13","54309","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","10:45 AM - 12:00 PM","Rose, Nicole","RZ 347","27","30","Web-Enhanced",
"11","11859","ANTH 103 (3, 3)","Intro To Archaeology","M","5:00 PM - 7:50 PM","Bracken, Justin","KY 250","41","45","Web-Enhanced",
"10","11846","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","3:10 PM - 4:25 PM","Suri, Miranda","KY 150","53","55","Web-Enhanced",
"09","11836","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","1:40 PM - 2:55 PM","Feeley, Francis","KY 150","76","80","Web-Enhanced",
"08","11831","ANTH 103 (3, 3)","Intro To Archaeology","M, W","1:40 PM - 2:55 PM","Pugh, Timothy","KY 150","119","120","Web-Enhanced",
"05","11816","ANTH 103 (3, 3)","Intro To Archaeology","M, W","10:45 AM - 12:00 PM","Frissell, Cara","RZ 347","39","39","Web-Enhanced",
"02","11806","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","9:15 AM - 10:30 AM","Crooks, Misty","RZ 347","34","35","Web-Enhanced",
"01","11803","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","9:15 AM - 10:30 AM","Schmitt, Doreen","KY 250","54","50","Web-Enhanced",
"03","11814","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","10:45 AM - 12:00 PM","Schmitt, Doreen","KY 250","88","85","Web-Enhanced",
"04","11825","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","12:15 PM - 1:30 PM","Rodriguez Aponte, Juan","KY 250","87","85","Web-Enhanced",
"02","11821","ANTH 200 (3, 3)","History Of Anthropology","T, TH","10:45 AM - 12:00 PM","Birth, Kevin","PH 351","16","15","In-Person",
"01","11809","ANTH 200 (3, 3)","History Of Anthropology","T, TH","9:15 AM - 10:30 AM","Birth, Kevin","PH 351","16","15","In-Person",
"01","11811","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","M, W","1:40 PM - 2:55 PM","Halliburton, Murphy","PH 114","10","12","Web-Enhanced",
"01","11830","ANTH 210 (3, 3)","Peoples Of East Asia","T, TH","1:40 PM - 2:55 PM","Choi, Jimee","PH 302","11","11","Web-Enhanced",
"01","48198","ANTH 220 (3, 3)","Food And Culture","M, W","5:00 PM - 6:15 PM","Barton, Scott","PH 114","11","12","In-Person",
"01","11843","ANTH 225 (3, 3)","Medical Anthropology","M, W","10:45 AM - 12:00 PM","Augustyniak, Nadia","PH 347","20","20","Web-Enhanced",
"02","11842","ANTH 239 (3, 3)","Vt:Topics Cult Anth","W","1:40 PM - 4:30 PM","Strassler, Karen","PH 304","19","20","In-Person",
"01","11807","ANTH 240 (3, 3)","Essentials Of Archaeology","M, W","9:15 AM - 10:30 AM","Pugh, Timothy","PH 311","20","20","Web-Enhanced",
"01","48210","ANTH 241 (3, 3)","The Aztecs, Mayas, And Olmecs","T, TH","12:15 PM - 1:30 PM","Suri, Miranda","RZ 347","36","37","In-Person",
"01","11839","ANTH 243 (3, 3)","Archaeology Of North America","M","3:10 PM - 6:00 PM","Tache, Karine","PH 304","12","20","Hybrid",
"01","11827","ANTH 260 (3, 3)","Essent Biol Anthro","T, TH","9:15 AM - 10:30 AM","Forrest, Frances","PH 311","14","14","Web-Enhanced",
"01","11818","ANTH 279 (3, 3)","Vt:Topics Biol Anth","T, TH","1:40 PM - 2:55 PM","Plummer, Thomas","PH 311","17","17","Web-Enhanced",
