"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"03","11472","ACCT 305 (3, 2)","Cost Accounting","T, TH","6:30 PM - 7:45 PM","Cohen, Martin","OL 01","25","40","Online",
"02","11471","ACCT 305 (3, 2)","Cost Accounting","M, W","5:00 PM - 6:15 PM","Huang, Qianyun (Ivy)","OL 01","36","40","Online",
"01","11470","ACCT 305 (3, 2)","Cost Accounting","M, W","3:10 PM - 4:25 PM","Huang, Qianyun (Ivy)","OL 01","24","40","Online",
"05","11474","ACCT 305 (3, 2)","Cost Accounting","T, TH","1:40 PM - 2:55 PM","Cohen, Martin","OL 01","20","40","Online",
"06","11476","ACCT 305 (3, 2)","Cost Accounting","&nbsp;"," - ","Qureshi, Anique","OL 02","14","40","Online",
"01","11477","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","&nbsp;"," - ","Stevens, Michael","OL 02","50","50","Online",
"02","11478","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","&nbsp;"," - ","Stevens, Michael","OL 02","49","50","Online",
"03","11479","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","8:00 AM - 9:50 AM","Adelberg, Arthur","OL 01","88","88","Online",
"04","11481","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","6:55 PM - 8:45 PM","Mazzo, Mark","OL 01","15","50","Online",
"05","11482","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","&nbsp;"," - ","Qureshi, Anique","OL 02","21","50","Online",
"05","11487","ACCT 311 (4, 3)","Advanced Accounting","T, TH","2:15 PM - 4:05 PM","David, Amy","OL 01","40","40","Online",
"07","12426","ACCT 311 (4, 3)","Advanced Accounting","SU","1:00 PM - 5:00 PM","Balkaran, Dianand","OL 01","36","40","Online",
"02","11484","ACCT 311 (4, 3)","Advanced Accounting","&nbsp;"," - ","Satenstein, Jeffrey","OL 02","31","40","Online",
"01","11483","ACCT 311 (4, 3)","Advanced Accounting","&nbsp;"," - ","Satenstein, Jeffrey","OL 02","40","40","Online",
"03","11485","ACCT 311 (4, 3)","Advanced Accounting","T, TH","12:10 PM - 2:00 PM","David, Amy","OL 01","38","40","Online",
"03","11493","ACCT 321 (4, 3)","Auditing I","M, W","8:50 PM - 10:40 PM","Fitzsimons, Sean","OL 01","51","55","Online",
"02","11492","ACCT 321 (4, 3)","Auditing I","T, TH","5:00 PM - 6:50 PM","Uddin, Md","OL 01","35","55","Online",
"04","11494","ACCT 321 (4, 3)","Auditing I","SU","8:20 AM - 12:00 PM","Kumar, Vijay","OL 01","53","55","Online",
"01","11490","ACCT 321 (4, 3)","Auditing I","M, W","10:05 AM - 11:55 AM","Dauber, Nicky","OL 01","55","55","Online",
"06","11500","ACCT 322 (3, 3)","Auditing II","SU","9:15 AM - 12:00 PM","Qamar, Zohaib","OL 01","44","45","Online",
"05","11499","ACCT 322 (3, 3)","Auditing II","F","6:30 PM - 9:20 PM","Qamar, Zohaib","OL 01","45","45","Online",
"04","11498","ACCT 322 (3, 3)","Auditing II","M, W","6:30 PM - 7:45 PM","Fitzsimons, Sean","OL 01","40","45","Online",
"02","11496","ACCT 322 (3, 3)","Auditing II","T, TH","1:40 PM - 2:55 PM","Hitzig, Neal","OL 01","15","30","Online",
"01","11495","ACCT 322 (3, 3)","Auditing II","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","OL 01","50","45","Online",
"03","11497","ACCT 322 (3, 3)","Auditing II","T, TH","4:00 PM - 5:15 PM","Hitzig, Neal","OL 01","8","30","Online",
"01","11501","ACCT 341 (3, 3)","Accounting Information Systems","&nbsp;"," - ","Qureshi, Anique","OL 02","46","45","Online",
"01","12430","ACCT 343 (3, 3)","Microcomputer Applications","&nbsp;"," - ","Qureshi, Anique","OL 02","21","30","Online",
"01","11502","ACCT 350 (3, 3)","Financial Statement Analysis","T, TH","5:00 PM - 6:15 PM","Silverman, Arthur","OL 01","54","55","Online",
"02","11522","ACCT 362 (3, 3)","Business Law II","S","9:15 AM - 12:00 PM","Katz, Jeffrey","OL 01","55","55","Online",
"01","11521","ACCT 362 (3, 3)","Business Law II","T, TH","6:30 PM - 7:45 PM","Altman, Julie","OL 01","51","55","Online",
"05","11517","ACCT 362W (3, 3)","Business Law II","T, TH","3:10 PM - 4:25 PM","Altman, Julie","OL 01","20","20","Online",
"02","11513","ACCT 362W (3, 3)","Business Law II","M, W","10:45 AM - 12:00 PM","Herczog, Leo","OL 01","19","20","Online",
"01","11512","ACCT 362W (3, 3)","Business Law II","M, W","9:15 AM - 10:30 AM","Herczog, Leo","OL 01","19","20","Online",
"04","11516","ACCT 362W (3, 3)","Business Law II","T, TH","9:15 AM - 10:30 AM","Linn, David","OL 01","20","20","Online",
"06","11519","ACCT 362W (3, 3)","Business Law II","S","1:00 PM - 4:00 PM","Seymore, Javier","OL 01","18","20","Online",
"01","11524","ACCT 363 (3, 3)","Business Law III","M, W","6:30 PM - 7:45 PM","Elan, Robert","OL 01","19","35","Online",
"02","11525","ACCT 363 (3, 3)","Business Law III","SU","9:15 AM - 12:00 PM","Linn, David","OL 01","21","35","Online",
"02","11527","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","3:00 PM - 4:50 PM","Thaler, Michael","OL 01","29","30","Online",
"06","11531","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","8:20 AM - 12:00 PM","Calamari, Joseph","OL 01","35","35","Online",
"05","11530","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","6:55 PM - 8:35 PM","Barone, Ernest","OL 01","30","30","Online",
"04","11529","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","5:00 PM - 6:40 PM","Barone, Ernest","OL 01","25","30","Online",
"03","11528","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","10:05 AM - 11:55 AM","Blumenfrucht, Israel","OL 01","32","35","Online",
"01","11526","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","10:05 AM - 11:55 AM","Leibowicz, Barry","OL 01","17","35","Online",
"06","47487","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","T, TH","3:10 PM - 4:25 PM","Silverman, Arthur","OL 01","40","40","Online",
"01","11532","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","M, W","3:10 PM - 4:25 PM","Sun, Fang","OL 01","40","40","Online",
"02","11533","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","M, W","5:00 PM - 6:15 PM","Sun, Fang","OL 01","39","40","Online",
"03","11535","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","M, W","6:30 PM - 7:45 PM","Sun, Fang","OL 01","36","40","Online",
"05","11537","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","SU","9:15 AM - 12:00 PM","Balkaran, Dianand","OL 01","29","40","Online",
"01","11557","ACCT 385 (3, 3)","Data Analytics for Accountants","W","6:30 PM - 9:20 PM","Xiao, Jian","OL 01","10","15","Online",
"02","11539","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Herczog, Leo","OL 01","10","11","Online",
"01","11538","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Dauber, Nicky","OL 01","9","10","Online",
"01","11540","ACCT 398 (3, 3)","Internship","&nbsp;"," - ","Ruthizer, Scott"," ","4","10","Online",
"01","11541","ACCT 707 (3, 3)","Issues In Mgmt Acct","S","9:15 AM - 12:00 PM","Wheatman, Barry","OL 01","13","20","Online",
"01","11542","ACCT 712 (3, 3)","Adv Fin Acct Theory","M","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","OL 01","26","20","Online",
"02","11543","ACCT 712 (3, 3)","Adv Fin Acct Theory","TH","6:30 PM - 9:20 PM","Hitzig, Neal","OL 01","24","20","Online",
"02","11545","ACCT 723 (3, 3)","Adv Auditing Theory","SU","9:15 AM - 12:00 PM","Zarate, Gloria","OL 01","20","20","Online",
"01","11544","ACCT 723 (3, 3)","Adv Auditing Theory","F","6:30 PM - 9:20 PM","Zarate, Gloria","OL 01","22","20","Online",
"01","11546","ACCT 747 (3, 3)","Tax &amp; Accounting Communication","S","1:00 PM - 4:00 PM","Nigrelli, Ursula","OL 01","57","60","Online",
"01","11547","ACCT 748 (3, 3)","Adv Acct Info Systms","W","6:30 PM - 9:20 PM","Mazzo, Mark","OL 01","17","20","Online",
"01","11549","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","6:30 PM - 7:45 PM","Elan, Robert","OL 01","5","20","Online",
"02","11550","ACCT 752 (3, 3)","Adv Stdy In Bus Law","SU","9:15 AM - 12:00 PM","Linn, David","OL 01","12","20","Online",
"01","11551","ACCT 757 (3, 3)","Fed Taxation of Business Ent","M","6:30 PM - 9:20 PM","Balkaran, Dianand","OL 01","17","20","Online",
"02","11552","ACCT 757 (3, 3)","Fed Taxation of Business Ent","&nbsp;"," - ","Stevens, Michael","OL 02","21","20","Online",
"01","11553","ACCT 758 (3, 3)","State &amp; Local Tax &amp; Tax-Exempt","M","6:30 PM - 9:20 PM","Ahroni, Scott","OL 01","20","19","Online",
"01","11554","ACCT 773 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","T","6:30 PM - 9:20 PM","Xiao, Jian","OL 01","18","20","Online",
"01","47488","ACCT 791 (0, 3)","Appl Fin Dyn Analy Model","W","6:30 PM - 9:20 PM","Xiao, Jian","OL 01","13","10","Online",
"01","44512","AFST 300W (3, 3)","Seminar in Africana Studies","W","1:40 PM - 4:30 PM","Flowers, Deidre","OL ONLINE","4","5","Online",
"10","12658","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","7:45 AM - 9:00 AM","Ramachandran, Nikhil","OL 01","43","60","Online",
"05","12637","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Choi, Jimee","OL 01","58","70","Online",
"02","12614","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","9:15 AM - 10:30 AM","Strassler, Karen","OL 01","120","110","Online",
"01","12613","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","9:15 AM - 10:30 AM","Choi, Jimee","OL 01","52","70","Online",
"08","12652","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","3:10 PM - 4:25 PM","Tolleson, James","OL 01","59","55","Online",
"03","12625","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Limbert, Mandana","OL 01","70","65","Online",
"04","12626","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Payne, Richard","OL 01","93","85","Online",
"11","53888","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","9:15 AM - 10:30 AM","Halliburton, Murphy","OL 01","42","70","Online",
"06","12643","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","1:40 PM - 2:55 PM","Nogues Martin, Pere","OL 01","58","60","Online",
"09","12653","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","3:10 PM - 4:25 PM","Payne, Richard","OL 01","91","85","Online",
"07","12644","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","1:40 PM - 2:55 PM","Leynse, Wendy","OL 01","120","120","Online",
"03","12616","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","9:15 AM - 10:30 AM","Wilson, Evan","OL 01","60","60","Online",
"02","12615","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","9:15 AM - 10:30 AM","Lamela Lopez, Raquel","OL 01","100","100","Online",
"01","12610","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","7:45 AM - 9:00 AM","Lamela Lopez, Raquel","OL 01","75","75","Online",
"05","12627","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","10:45 AM - 12:00 PM","Plummer, Thomas","OL 01","104","120","Online",
"05","12627","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","10:45 AM - 12:00 PM","Shinn, Ryan","OL 01","104","120","Online",
"11","47909","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","1:40 PM - 2:55 PM","Henriquez, Megan","OL 01","43","60","Online",
"10","47908","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","12:15 PM - 1:30 PM","Shibata, Chihiro","OL 01","76","80","Online",
"06","12642","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","1:40 PM - 2:55 PM","Madimenos, Felicia","OL 01","51","70","Online",
"06","12642","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","1:40 PM - 2:55 PM","Shinn, Ryan","OL 01","51","70","Online",
"09","12659","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","5:00 PM - 6:15 PM","Shibata, Chihiro","OL 01","72","90","Online",
"07","12650","ANTH 102 (3, 3)","Intro to Human Evolution","M, W","3:10 PM - 4:25 PM","Evans, Katarina","OL 01","110","110","Online",
"08","12651","ANTH 102 (3, 3)","Intro to Human Evolution","T, TH","3:10 PM - 4:25 PM","Amann, Alexis","OL 01","55","70","Online",
"04","12618","ANTH 102 (3, 3)","Intro to Human Evolution","S","9:15 AM - 11:55 AM","Pagano, Anthony","OL 01","74","70","Online",
"01","12612","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","9:15 AM - 10:30 AM","Romera Barbera, Aida","OL 01","18","50","Online",
"08","47910","ANTH 103 (3, 3)","Introduction to Archaeology","T, TH","9:15 AM - 10:30 AM","Victor, Megan","OL 01","44","70","Online",
"07","12654","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","3:10 PM - 4:25 PM","Squires, Kristen","OL 01","31","70","Online",
"06","12641","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","1:40 PM - 2:55 PM","Pugh, Timothy","OL 01","77","90","Online",
"05","12636","ANTH 103 (3, 3)","Introduction to Archaeology","T, TH","12:15 PM - 1:30 PM","Feeley, Francis","OL 01","90","90","Online",
"03","12623","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","10:45 AM - 12:00 PM","Romera Barbera, Aida","OL 01","19","50","Online",
"02","12628","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","10:45 AM - 12:00 PM","Schmitt, Doreen","OL 01","90","80","Online",
"03","12629","ANTH 104 (3, 3)","Language, Culture, and Society","F","10:45 AM - 1:35 PM","Quesada Nieto, Luis","OL 01","41","70","Online",
"01","12617","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","9:15 AM - 10:30 AM","Schmitt, Doreen","OL 01","59","50","Online",
"02","12657","ANTH 200 (3, 3)","History of Anthropology","T, TH","5:00 PM - 6:15 PM","Rodriguez Aponte, Juan","OL 01","29","25","Online",
"01","12622","ANTH 200 (3, 3)","History of Anthropology","M, W","9:15 AM - 10:30 AM","Birth, Kevin","OL 01","18","18","Hybrid",
"02","12663","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","T, TH","1:40 PM - 2:55 PM","Augustyniak, Nadia","OL 01","30","30","Online",
"01","12639","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","M, W","1:40 PM - 2:55 PM","Collins, John","OL 01","23","30","Online",
"01","12660","ANTH 208W (3, 3)","Peoples of South Asia","T, TH","3:10 PM - 4:25 PM","Augustyniak, Nadia","OL 01","28","25","Online",
"01","12648","ANTH 224 (3, 3)","Religion and Ritual","M, W","3:10 PM - 4:25 PM","Elisha, Omri","OL 01","30","25","Online",
"01","12631","ANTH 240 (3, 3)","Essentials of Archaeology","M, W","10:45 AM - 12:00 PM","Pugh, Timothy","OL 01","24","20","Online",
"01","12645","ANTH 249 (3, 3)","Vt:Topics Arch Area St","T, TH","1:40 PM - 2:55 PM","Feeley, Francis","OL 01","30","30","Online",
"01","12655","ANTH 259 (3, 3)","Topics in Archaeology","T, TH","12:15 PM - 1:30 PM","Victor, Megan","OL 01","28","30","Online",
"01","12632","ANTH 260 (3, 3)","Essent Biol Anthro","T, TH","10:45 AM - 12:00 PM","Madimenos, Felicia","OL 01","27","30","Online",
"01","12632","ANTH 260 (3, 3)","Essent Biol Anthro","T, TH","10:45 AM - 12:00 PM","Shinn, Ryan","OL 01","27","30","Online",
"01","12656","ANTH 262 (3, 3)","Introduction to Primates","T, TH","3:10 PM - 4:25 PM","Swedell, Larissa","OL 01","11","30","Online",
"01","12621","ANTH 275 (3, 3)","Disease in the Past","T, TH","9:15 AM - 10:30 AM","Shinn, Ryan","OL 01","30","40","Online",
"01","12621","ANTH 275 (3, 3)","Disease in the Past","T, TH","9:15 AM - 10:30 AM","Romera Barbera, Aida","OL 01","30","40","Online",
"01","12621","ANTH 275 (3, 3)","Disease in the Past","T, TH","9:15 AM - 10:30 AM","Pechenkina, Ekaterina","OL 01","30","40","Online",
"01","12634","ANTH 280 (3, 3)","Language and Social Identity","T, TH","3:10 PM - 4:25 PM","Rodriguez Aponte, Juan","OL 01","26","20","Online",
"1","47911","ANTH 350 (3, 3)","Seminar in Archaeology","M, W","9:15 AM - 10:30 AM","Bauer, Alexander","OL 01","9","18","Online",
"01","12633","ANTH 354 (3, 3)","Time","M, W","10:45 AM - 12:00 PM","Birth, Kevin","OL 01","20","17","Hybrid",
"01","47096","ANTH 370 (3, 3)","Seminar In Biological Anthro","M, W","1:40 PM - 2:55 PM","Plummer, Thomas","OL 01","14","18","Online",
"01","47096","ANTH 370 (3, 3)","Seminar In Biological Anthro","M, W","1:40 PM - 2:55 PM","Shinn, Ryan","OL 01","14","18","Online",
"1","64942","ANTH 390 (3, 3)","Senior Honors Thesis","&nbsp;"," - ","Pechenkina, Ekaterina"," ","1","1","Hybrid",
"01","8118","ARAB 101 (4, 4)","Elementary Arabic I","T, TH"," - ","Beck, Kirsten","OL 02","28","28","Online",
"02","8119","ARAB 101 (4, 4)","Elementary Arabic I","T, TH","10:05 AM - 11:55 AM","Al Hilli, Khaled","OL 01","29","28","Online",
"01","8120","ARAB 102 (4, 4)","Elementary Arabic II","T, TH","12:10 PM - 2:00 PM","Abdelghany, Hala","OL 01","23","28","Online",
"01","8121","ARAB 204 (3, 3)","Intermediate Arabic II","T, TH","10:45 AM - 12:00 PM","Abdelghany, Hala","OL 01","7","28","Online",
"02","11627","ARTH 101 (3, 3)","History of Western Art I","T, TH","10:45 AM - 12:00 PM","Woodfin, Warren","OL ONLINE","51","50","Online",
"01","11628","ARTH 102 (3, 3)","History of Western Art II","TH","1:40 PM - 4:30 PM","Freeman, Evan","OL ONLINE","50","50","Online",
"02","11629","ARTH 102 (3, 3)","History of Western Art II","M","9:10 AM - 12:00 PM","Hartel Jr, Herbert","OL ONLINE","50","50","Online",
"04","11631","ARTH 102 (3, 3)","History of Western Art II","F","10:00 AM - 12:50 PM","Orton Hatzis, Anna","OL ONLINE","52","50","Online",
"01","11632","ARTH 111 (3, 3)","Survey of Medieval Art","T","10:00 AM - 12:50 PM","Racaniello, Kristen","OL ONLINE","40","40","Online",
"01","11581","ARTH 200 (3, 3)","Studies in The History of Art","M","6:00 PM - 8:00 PM","Sholette, Gregory"," ","7","5","Online",
"01","67374","ARTH 207 (3, 3)","Roman Art","W","6:00 PM - 7:40 PM","Nelson, Michael"," ","1","35","Online",
"01","11635","ARTH 254W (3, 3)","Twentieth-Century Art","&nbsp;"," - ","Powers, Edward","OL 02","30","30","Online",
"01","11636","ARTH 256 (3, 3)","Contemporary Art Practices","&nbsp;"," - ","Powers, Edward","OL 02","40","40","Online",
"01","11637","ARTH 258 (3, 3)","History of Photography","M","1:40 PM - 4:30 PM","Hartel Jr, Herbert","OL ONLINE","50","50","Online",
"01","11638","ARTH 282 (3, 3)","Art &amp; Architecture of Andes","TH","6:00 PM - 7:40 PM","Waldron, Lawrence","OL ONLINE","34","40","Online",
"01","11639","ARTH 286 (3, 3)","African Art","TH","1:40 PM - 4:30 PM","Waldron, Lawrence","OL ONLINE","22","40","Online",
"01","11640","ARTH 502 (3, 3)","Vt: Topics in Ancient Art","W","6:00 PM - 7:40 PM","Nelson, Michael","OL ONLINE","10","10","Online",
"01","65472","ARTH 505 (3, 3)","Vt: Modern Art","M","6:00 PM - 8:00 PM","Sholette, Gregory"," ","6","6","Online",
"01","11642","ARTH 508 (3, 3)","Vt: Art Of Americas","TH","6:00 PM - 7:40 PM","Waldron, Lawrence","OL ONLINE","6","10","Online",
"01","65473","ARTH 7458 (2, 3)","Studies in Contemporary Art","M","6:00 PM - 8:00 PM","Sholette, Gregory"," ","1","10","Online",
"01","11643","ARTH 7482 (2, 3)","Studies in Andean Art","&nbsp;","6:00 PM - 7:40 PM","Waldron, Lawrence","OL ONLINE","3","10","Online",
"01","11644","ARTH 7511 (2, 3)","Seminar in Ancient Art","W","6:00 PM - 7:40 PM","Nelson, Michael","OL ONLINE","3","10","Online",
"03","11705","ARTS 150 (4, 3)","Fundamentals of Art","M","1:40 PM - 5:30 PM","Nadeau, Rob","OL ONLINE","25","25","Online",
"01","11703","ARTS 150 (4, 3)","Fundamentals of Art","M","8:00 AM - 11:50 AM","Esposito, Christopher","OL ONLINE","25","25","Online",
"02","11704","ARTS 150 (4, 3)","Fundamentals of Art","W","1:40 PM - 5:30 PM","Mitchell, Tyrone","OL ONLINE","25","25","Online",
"04","11708","ARTS 151 (4, 3)","Drawing I","W","6:00 PM - 9:50 PM","Cannon, Jessica","OL ONLINE","23","23","Online",
"05","11709","ARTS 151 (4, 3)","Drawing I","T","10:00 AM - 1:50 PM","Cohen, Nancy","OL ONLINE","23","23","Online",
"02","11706","ARTS 151 (4, 3)","Drawing I","M","6:00 PM - 9:50 PM","Park, Seong-Min","OL ONLINE","23","23","Online",
"QI1","64235","ARTS 151 (4, 3)","Drawing I","T","3:05 PM - 6:55 PM","Esposito, Christopher","OL ONLINE","15","0","Online",
"06","58935","ARTS 151 (4, 3)","Drawing I","TH","2:00 PM - 5:50 PM","Mitchell, Tyrone","OL ONLINE","25","24","Online",
