"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"03","41329","ACCT 201 (4, 4)","Inter Acct 1","T, TH","2:15 PM - 4:05 PM","Levine, Marc","PH 130","57","56","In-Person",
"02","41328","ACCT 201 (4, 4)","Inter Acct 1","T, TH","12:10 PM - 2:00 PM","Weiss, Renee","PH 212","30","30","In-Person",
"01","41327","ACCT 201 (4, 4)","Inter Acct 1","M, W","8:40 AM - 10:30 AM","Hornung, David","PH 110","57","57","In-Person",
"04","41330","ACCT 201 (4, 4)","Inter Acct 1","T, TH","5:00 PM - 6:40 PM","Levine, Marc","PH 130","56","56","In-Person",
"07","41333","ACCT 201 (4, 4)","Inter Acct 1","SU","8:20 AM - 12:00 PM","Wasserstrum, David","PH 112","56","56","In-Person",
"06","41332","ACCT 201 (4, 4)","Inter Acct 1","T","6:30 PM - 10:20 PM","Nussbaum, Stephen","PH 132","57","56","In-Person",
"05","41331","ACCT 201 (4, 4)","Inter Acct 1","M, W","6:55 PM - 8:35 PM","Balkaran, Dianand","KY 271","30","30","In-Person",
"01","41356","ACCT 202 (3, 2)","Inter Acct 2","M, W","10:45 AM - 12:00 PM","Hornung, David","PH 110","48","48","In-Person",
"02","41357","ACCT 202 (3, 2)","Inter Acct 2","M, W","1:40 PM - 2:55 PM","Hornung, David","PH 110","48","48","In-Person",
"03","41358","ACCT 202 (3, 2)","Inter Acct 2","M, W","3:10 PM - 4:25 PM","Schwalb, Helen","RA 201","21","39","In-Person",
"04","41359","ACCT 202 (3, 2)","Inter Acct 2","T, TH","2:15 PM - 3:30 PM","Weiss, Renee","PH 212","30","30","In-Person",
"05","41360","ACCT 202 (3, 2)","Inter Acct 2","M, W","6:30 PM - 7:45 PM","Schwalb, Helen","KY 421","25","27","In-Person",
"06","41361","ACCT 202 (3, 2)","Inter Acct 2","M, W","8:00 PM - 9:15 PM","Kumar, Vijay","PH 112","43","48","In-Person",
"07","41362","ACCT 202 (3, 2)","Inter Acct 2","SU","9:15 AM - 12:00 PM","Zapf, Michael","PH 108","45","48","In-Person",
"06","41521","ACCT 261 (3, 3)","Business Law l","T, TH","5:00 PM - 6:15 PM","Milich, Marvin","PH 112","42","42","In-Person",
"09","41524","ACCT 261 (3, 3)","Business Law l","SU","9:15 AM - 12:00 PM","Stein, Randy","PH 114","43","43","In-Person",
"07","41522","ACCT 261 (3, 3)","Business Law l","M, W","6:30 PM - 7:45 PM","Kirschner, David","RA 201","43","43","In-Person",
"08","41523","ACCT 261 (3, 3)","Business Law l","F","6:30 PM - 9:20 PM","Seymore, Javier","PH 112","21","43","In-Person",
"05","41520","ACCT 261 (3, 3)","Business Law l","T, TH","3:10 PM - 4:25 PM","Milich, Marvin","PH 112","43","43","In-Person",
"04","41519","ACCT 261 (3, 3)","Business Law l","M, W","9:15 AM - 10:30 AM","Mintz, Seymour","PH 012","43","43","In-Person",
"03","41518","ACCT 261 (3, 3)","Business Law l","M, W","7:45 AM - 9:00 AM","Mintz, Seymour","PH 012","40","41","In-Person",
"02","41517","ACCT 261 (3, 3)","Business Law l","M, W","3:10 PM - 4:25 PM","Leibowicz, Barry","PH 112","43","43","In-Person",
"01","41516","ACCT 261 (3, 3)","Business Law l","M, W","1:40 PM - 2:55 PM","Leibowicz, Barry","PH 112","43","43","In-Person",
"08","41384","ACCT 305 (3, 2)","Cost Acct","SU","9:15 AM - 12:00 PM","Qureshi, Anique","PH 208","41","45","Online",
"07","41383","ACCT 305 (3, 2)","Cost Acct","T, TH","8:50 PM - 10:05 PM","Kessar, Nathaniel","PH 112","23","45","In-Person",
"06","41382","ACCT 305 (3, 2)","Cost Acct","M, W","6:30 PM - 7:45 PM","Mazzo, Mark","PH 112","30","45","In-Person",
"05","41381","ACCT 305 (3, 2)","Cost Acct","T, TH","5:00 PM - 6:15 PM","Milo, Michael","PH 110","48","45","In-Person",
"04","41380","ACCT 305 (3, 2)","Cost Acct","T, TH","1:40 PM - 2:55 PM","Milo, Michael","PH 110","46","45","In-Person",
"03","41379","ACCT 305 (3, 2)","Cost Acct","T, TH","9:15 AM - 10:30 AM","Milo, Michael","PH 012","45","45","In-Person",
"02","41378","ACCT 305 (3, 2)","Cost Acct","M, W","5:00 PM - 6:15 PM","Huang, Qianyun (Ivy)","PH 110","46","45","In-Person",
"01","41377","ACCT 305 (3, 2)","Cost Acct","M, W","3:10 PM - 4:25 PM","Huang, Qianyun (Ivy)","PH 110","46","45","In-Person",
"06","41398","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","SU","1:00 PM - 4:00 PM","Qureshi, Anique","PH 212","55","55","Online",
"07","41401","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","10:05 AM - 11:55 AM","Adelberg, Arthur","PH 130","49","49","Hybrid",
"01","41393","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","2:15 PM - 4:05 PM","Stevens, Michael","PH 012","32","44","In-Person",
"02","41394","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","5:00 PM - 6:40 PM","Stevens, Michael","PH 130","41","47","In-Person",
"03","41395","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","1:40 PM - 3:20 PM","Solieri, Steven","PH 012","13","44","In-Person",
"04","41396","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","8:00 AM - 9:50 AM","Adelberg, Arthur","PH 130","45","45","In-Person",
"05","41397","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","8:50 PM - 10:30 PM","Mazzo, Mark","PH 130","19","47","In-Person",
"04","41412","ACCT 311 (4, 3)","Advcd Acct","T, TH","2:15 PM - 4:05 PM","David, Amy","PH 116","51","54","In-Person",
"03","41411","ACCT 311 (4, 3)","Advcd Acct","T, TH","12:10 PM - 2:00 PM","David, Amy","PH 116","54","54","In-Person",
"02","41410","ACCT 311 (4, 3)","Advcd Acct","T, TH","10:05 AM - 11:55 AM","Satenstein, Jeffrey","PH 112","47","54","In-Person",
"06","41414","ACCT 311 (4, 3)","Advcd Acct","SU","1:00 PM - 5:00 PM","Balkaran, Dianand","PH 110","55","54","In-Person",
"07","41415","ACCT 311 (4, 3)","Advcd Acct","SU","1:00 PM - 5:00 PM","Dockery, Marlene","PH 112","55","54","In-Person",
"05","41413","ACCT 311 (4, 3)","Advcd Acct","T, TH","6:55 PM - 8:35 PM","Juva, John","KY 271","29","30","In-Person",
"01","41409","ACCT 311 (4, 3)","Advcd Acct","T, TH","8:00 AM - 9:50 AM","Satenstein, Jeffrey","PH 112","21","54","In-Person",
"04","41419","ACCT 321 (4, 3)","Auditing 1","M, W","8:50 PM - 10:30 PM","Fitzsimons, Sean","PH 116","32","50","In-Person",
"01","41416","ACCT 321 (4, 3)","Auditing 1","M, W","10:05 AM - 11:55 AM","Dauber, Nicky","PH 130","51","50","In-Person",
"05","41420","ACCT 321 (4, 3)","Auditing 1","SU","8:20 AM - 12:00 PM","Kumar, Vijay","PH 110","50","50","In-Person",
"03","41418","ACCT 321 (4, 3)","Auditing 1","T, TH","8:00 AM - 9:50 AM","Solieri, Steven","PH 116","14","50","In-Person",
"02","41417","ACCT 321 (4, 3)","Auditing 1","M, W","1:40 PM - 3:10 PM","Mintz, Seymour","PH 118","50","50","In-Person",
"06","41832","ACCT 321 (4, 3)","Auditing 1","T, TH","10:05 AM - 11:55 AM","Solieri, Steven","PH 116","29","43","In-Person",
"05","41454","ACCT 322 (3, 3)","Auditing 2","F","6:30 PM - 9:15 PM","Juva, John","PH 130","16","38","In-Person",
"04","41453","ACCT 322 (3, 3)","Auditing 2","M, W","6:30 PM - 7:45 PM","Fitzsimons, Sean","PH 110","24","38","In-Person",
"03","41452","ACCT 322 (3, 3)","Auditing 2","T, TH","4:00 PM - 5:15 PM","Hitzig, Neal","PH 212","22","30","In-Person",
"02","41451","ACCT 322 (3, 3)","Auditing 2","T, TH","1:40 PM - 2:55 PM","Hitzig, Neal","PH 206","24","24","In-Person",
"01","41450","ACCT 322 (3, 3)","Auditing 2","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","PH 130","40","38","In-Person",
"06","41455","ACCT 322 (3, 3)","Auditing 2","SU","9:15 AM - 12:00 PM","Ruthizer, Scott","PH 130","41","38","In-Person",
"01","41473","ACCT 341 (3, 3)","Acct Info Syst","S","1:00 PM - 3:45 PM","Qureshi, Anique","PH 212","75","75","Online",
"01","41487","ACCT 343 (3, 3)","Microcomp Apps Acct","S","9:15 AM - 12:00 PM","Qureshi, Anique","PH 212","30","30","In-Person",
"02","41469","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","6:30 PM - 7:45 PM","Silverman, Arthur","PH 110","21","35","In-Person",
"01","41468","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","1:40 PM - 2:55 PM","Satenstein, Jeffrey","PH 112","21","35","In-Person",
"01","41535","ACCT 362 (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Altman, Julie","KY 264","59","59","In-Person",
"02","41536","ACCT 362 (3, 3)","Business Law 2","S","9:15 AM - 12:00 PM","Katz, Jeffrey","PH 130","62","62","In-Person",
"03","41556","ACCT 362W (3, 3)","Business Law 2","M, W","10:45 AM - 12:00 PM","Mintz, Seymour","PH 012","34","35","In-Person",
"02","41555","ACCT 362W (3, 3)","Business Law 2","M, W","10:45 AM - 12:00 PM","Davidovits, Murray","PH 116","23","24","In-Person",
"01","41554","ACCT 362W (3, 3)","Business Law 2","M, W","9:15 AM - 10:30 AM","Davidovits, Murray","PH 116","10","24","In-Person",
"04","41557","ACCT 362W (3, 3)","Business Law 2","T, TH","7:45 AM - 9:00 AM","Linn, David","PH 110","24","24","In-Person",
"10","41563","ACCT 362W (3, 3)","Business Law 2","SU","1:00 PM - 3:45 PM","Mintz, Seymour","PH 204","25","24","In-Person",
"9","41562","ACCT 362W (3, 3)","Business Law 2","SU","9:15 AM - 12:00 PM","Kirschner, David","PH 115","13","24","In-Person",
"05","41558","ACCT 362W (3, 3)","Business Law 2","T, TH","9:15 AM - 10:30 AM","Linn, David","RA 214","21","21","In-Person",
"06","41559","ACCT 362W (3, 3)","Business Law 2","T, TH","5:00 PM - 6:15 PM","Altman, Julie","RA 201","24","26","In-Person",
"07","41560","ACCT 362W (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Elan, Kenneth","PH 119","24","24","In-Person",
"08","41561","ACCT 362W (3, 3)","Business Law 2","S","1:00 PM - 3:45 PM","Seymore, Javier","PH 110","21","24","In-Person",
"02","41569","ACCT 363 (3, 3)","Business Law 3","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 119","17","30","In-Person",
"01","41568","ACCT 363 (3, 3)","Business Law 3","M, W","1:40 PM - 2:55 PM","Davidovits, Murray","PH 116","16","30","In-Person",
"03","41570","ACCT 363 (3, 3)","Business Law 3","SU","9:15 AM - 12:00 PM","Linn, David","PH 121","6","30","In-Person",
"04","41585","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","5:00 PM - 6:40 PM","Barone, Ernest","RZ 347","36","35","In-Person",
"05","41586","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","6:55 PM - 8:35 PM","Barone, Ernest","PH 130","46","48","In-Person",
"06","41587","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","8:20 AM - 12:00 PM","Lahijani, Richard","PH 152","20","48","In-Person",
"07","41588","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","1:00 PM - 4:40 PM","Ruthizer, Scott","PH 130","49","48","In-Person",
"01","41582","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","10:05 AM - 11:55 AM","Leibowicz, Barry","PH 112","43","48","In-Person",
"02","41583","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","4:00 PM - 5:40 PM","Mandelkorn, Steven","PH 116","41","48","In-Person",
"03","41584","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","10:05 AM - 11:55 AM","Blumenfrucht, Israel","PH 110","40","40","In-Person",
"01","41658","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","M, W","3:10 PM - 4:25 PM","Sun, Fang","PH 154","50","50","In-Person",
"02","41659","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","M, W","5:00 PM - 6:15 PM","Sun, Fang","PH 112","47","50","In-Person",
"03","41660","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","3:10 PM - 4:25 PM","Silverman, Arthur","PH 110","49","50","In-Person",
"04","41661","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","5:00 PM - 6:15 PM","Silverman, Arthur","PH 204","50","50","In-Person",
"05","41662","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","TH","6:30 PM - 9:20 PM","Xiao, Jian","RA 201","11","50","In-Person",
"07","41664","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:15 AM - 12:00 PM","Balkaran, Dianand","PH 154","50","50","Hybrid",
"06","41663","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:15 AM - 12:00 PM","Xiao, Jian","PH 153","12","50","In-Person",
"01","41665","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Davidovits, Murray"," ","6","20","In-Person",
"01","41666","ACCT 398 (3, 3)","Internship","&nbsp;"," - ","Ruthizer, Scott"," ","8","20","In-Person",
"01","41719","ACCT 707 (3, 3)","Issues In Mgmt Acct","S","9:15 AM - 12:00 PM","Wheatman, Barry","KG 204","20","25","In-Person",
"01","41723","ACCT 712 (3, 3)","Adv Fin Acct Theory","M","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","KY 283","26","20","In-Person",
"02","41724","ACCT 712 (3, 3)","Adv Fin Acct Theory","TH","6:30 PM - 9:20 PM","Hitzig, Neal","KY 427","24","20","In-Person",
"01","41734","ACCT 723 (3, 3)","Adv Auditing Theory","T","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","28","25","In-Person",
"02","41735","ACCT 723 (3, 3)","Adv Auditing Theory","TH","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","28","20","In-Person",
"01","41739","ACCT 747 (3, 3)","Comm &amp; Accountants","S","1:00 PM - 4:00 PM","Nigrelli, Ursula","PH 116","46","50","In-Person",
"01","41742","ACCT 748 (3, 3)","Adv Acct Info Systms","W","6:30 PM - 9:20 PM","Siegfried, Robert","PH 304","24","25","In-Person",
"01","41750","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","1:40 PM - 2:55 PM","Davidovits, Murray","PH 116","1","25","In-Person",
"02","41751","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 119","3","25","In-Person",
"03","41752","ACCT 752 (3, 3)","Adv Stdy In Bus Law","SU","9:15 AM - 12:00 PM","Linn, David","PH 121","23","25","In-Person",
"01","41756","ACCT 757 (3, 3)","Taxation Of Bus Ents","M","6:30 PM - 9:20 PM","Mandelkorn, Steven","PH 154","28","25","In-Person",
"02","41757","ACCT 757 (3, 3)","Taxation Of Bus Ents","W","7:00 PM - 9:50 PM","Ahroni, Scott","KY 429","31","25","In-Person",
"01","41766","ACCT 759 (3, 3)","Estate &amp; Gift Taxes","M","6:30 PM - 9:20 PM","Ahroni, Scott","KG 105","14","25","In-Person",
"01","41773","ACCT 773 (3, 3)","Govt Acct &amp; Audit","SU","1:00 PM - 3:45 PM","Xiao, Jian","PH 153","21","25","In-Person",
"01","34511","ACE 005W (3, 3)","Great Works Of Lit","M","6:55 PM - 9:45 PM","Sheng, Shang-Yu","KY 273","25","25","In-Person",
"01","42374","AFST 101 (3, 3)","Survey African Civ 1","T, TH","10:45 AM - 12:00 PM","Julmisse, Evelyn","PH 118","38","35","In-Person",
"01","42379","AFST 201W (3, 3)","Intro Black Cultures","T, TH","1:40 PM - 2:55 PM","Julmisse, Evelyn","PH 118","26","25","In-Person",
"01","42396","AFST 234W (3, 3)","Black Women Writers","S","1:00 PM - 4:00 PM","Walker, Nairobi","PH 118","15","25","In-Person",
"01","42383","AFST 300W (3, 3)","Africana Studies Sem","T, TH","4:30 PM - 5:45 PM","Julmisse, Evelyn","PH 119","10","25","In-Person",
"02","54919","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","9:15 AM - 10:30 AM","Manson, Douglas","KY 419","18","25","In-Person",
"01","34720","AMST 110W (3, 3)","Intro Amer Soc/Culture","M, W","1:40 PM - 2:55 PM","Schnur, Kate","PH 102","25","25","In-Person",
"03","54921","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","12:15 PM - 1:30 PM","Manson, Douglas","PH 115","25","25","In-Person",
"05","42307","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Elisha, Omri","KY 150","131","130","Web-Enhanced",
"01","42276","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","7:45 AM - 9:00 AM","Choi, Jimee","PH 118","33","35","Web-Enhanced",
"02","42280","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","7:45 AM - 9:00 AM","Galal, Ola","PH 118","40","40","Web-Enhanced",
"09","42388","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","1:40 PM - 2:55 PM","Strassler, Karen","KY 250","96","90","Web-Enhanced",
"10","42411","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","3:10 PM - 4:25 PM","Levin, Irina","KY 150","110","110","Web-Enhanced",
"11","42418","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","3:10 PM - 4:25 PM","Strassler, Karen","KY 250","89","90","Web-Enhanced",
"04","42293","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","9:15 AM - 10:30 AM","Choi, Jimee","PH 118","35","35","Web-Enhanced",
"07","42370","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Leynse, Wendy","KY 150","110","110","Web-Enhanced",
"08","42382","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","1:40 PM - 2:55 PM","Birth, Kevin","PH 114","41","40","In-Person",
"12","42433","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","5:00 PM - 6:15 PM","Spice, Anne","PH 114","41","40","Web-Enhanced",
"03","42283","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","9:15 AM - 10:30 AM","Barton, Scott","KY 150","127","130","Web-Enhanced",
"13","42446","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","6:30 PM - 7:45 PM","Augustyniak, Nadia","PH 114","40","40","Web-Enhanced",
"06","42311","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Barton, Scott","RA 214","36","35","Web-Enhanced",
"10","42981","ANTH 102 (3, 3)","Intro Human Evol","M, W","10:45 AM - 12:00 PM","Lamela Lopez, Raquel","RZ 347","35","35","Web-Enhanced",
"09","42451","ANTH 102 (3, 3)","Intro Human Evol","F","6:30 PM - 9:15 PM","Pagano, Anthony","PH 114","40","40","Web-Enhanced",
"06","42384","ANTH 102 (3, 3)","Intro Human Evol","M, W","1:40 PM - 2:55 PM","Madimenos, Felicia","KY 150","132","130","Web-Enhanced",
"07","42387","ANTH 102 (3, 3)","Intro Human Evol","T, TH","1:40 PM - 2:55 PM","Pechenkina, Ekaterina","KY 150","101","100","Web-Enhanced",
"04","42310","ANTH 102 (3, 3)","Intro Human Evol","T, TH","10:45 AM - 12:00 PM","Plummer, Thomas","KY 250","91","90","Web-Enhanced",
"01","42278","ANTH 102 (3, 3)","Intro Human Evol","M, W","9:15 AM - 10:30 AM","Lamela Lopez, Raquel","RZ 347","34","35","Web-Enhanced",
"05","42366","ANTH 102 (3, 3)","Intro Human Evol","T, TH","12:15 PM - 1:30 PM","Shibata, Chihiro","PH 114","41","39","Web-Enhanced",
"03","42287","ANTH 102 (3, 3)","Intro Human Evol","T, TH","9:15 AM - 10:30 AM","Plummer, Thomas","KY 250","90","90","Web-Enhanced",
"03","42287","ANTH 102 (3, 3)","Intro Human Evol","T, TH","9:15 AM - 10:30 AM","Evans, Katarina","KY 250","90","90","Web-Enhanced",
"08","42409","ANTH 102 (3, 3)","Intro Human Evol","M, W","3:10 PM - 4:25 PM","Forrest, Frances","KY 150","133","130","Web-Enhanced",
"02","42282","ANTH 102 (3, 3)","Intro Human Evol","S","9:15 AM - 12:00 PM","Pagano, Anthony","PH 114","40","40","Web-Enhanced",
"10","42422","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","3:10 PM - 4:25 PM","Bracken, Justin","KY 250","49","90","Web-Enhanced",
"04","42306","ANTH 103 (3, 3)","Intro To Archaeology","M, W","10:45 AM - 12:00 PM","Moore, James","KY 150","132","130","Web-Enhanced",
"03","42291","ANTH 103 (3, 3)","Intro To Archaeology","M, W","9:15 AM - 10:30 AM","Frissell, Cara","PH 114","35","35","Web-Enhanced",
"09","42391","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","1:40 PM - 2:55 PM","Bracken, Justin","KY 250","85","90","Web-Enhanced",
"05","42312","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","10:45 AM - 12:00 PM","Feeley, Francis","RZ 347","37","35","Web-Enhanced",
"08","42375","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","12:15 PM - 1:30 PM","Rose, Samuel","RZ 347","34","35","Web-Enhanced",
"02","42285","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","9:15 AM - 10:30 AM","Tache, Karine","KY 150","54","130","Web-Enhanced",
"11","42434","ANTH 103 (3, 3)","Intro To Archaeology","M","5:00 PM - 7:50 PM","Manfra Mcgovern, Allison","KY 250","55","90","Web-Enhanced",
"07","42368","ANTH 103 (3, 3)","Intro To Archaeology","S","1:00 PM - 3:45 PM","Rose, Samuel","PH 114","24","40","Web-Enhanced",
"01","42275","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","7:45 AM - 9:00 AM","Feeley, Francis","PH 114","40","40","Web-Enhanced",
"06","42367","ANTH 103 (3, 3)","Intro To Archaeology","F","12:15 PM - 2:55 PM","Georges, Jemima","PH 114","21","40","Web-Enhanced",
"03","42309","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","10:45 AM - 12:00 PM","Schmitt, Doreen","KY 250","81","80","Web-Enhanced",
"01","42286","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","9:15 AM - 10:30 AM","Schmitt, Doreen","KY 250","58","55","Web-Enhanced",
"06","42838","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","5:00 PM - 6:15 PM","Williams, Nicholas","RZ 347","28","35","Web-Enhanced",
"05","42424","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","3:10 PM - 4:25 PM","Williams, Nicholas","RZ 347","24","35","Web-Enhanced",
"02","42304","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","9:15 AM - 10:30 AM","Crooks, Misty","RA 206","20","20","Web-Enhanced",
"04","42373","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","12:15 PM - 1:30 PM","Bauman, Carina","KY 250","84","90","Web-Enhanced",
"02","42325","ANTH 200 (3, 3)","History Of Anthropology","T, TH","10:45 AM - 12:00 PM","Birth, Kevin","PH 351","16","15","In-Person",
"01","42303","ANTH 200 (3, 3)","History Of Anthropology","T, TH","9:15 AM - 10:30 AM","Birth, Kevin","PH 351","15","15","In-Person",
"01","42393","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","T, TH","1:40 PM - 2:55 PM","Halliburton, Murphy","PH 302","29","35","Web-Enhanced",
