"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"09","90031","ACCT 102 (4, 3)","Int Th &amp; Pr Acct 2","S","8:00 AM - 12:00 PM","Khanna, Himanshu","PH 110","30","40","In-Person",
"08","90028","ACCT 102 (4, 3)","Int Th &amp; Pr Acct 2","SU","8:00 AM - 12:00 PM","Benjamin, Ranjitkumar","PH 112","27","40","In-Person",
"03","89668","ACCT 102 (4, 3)","Int Th &amp; Pr Acct 2","T, TH","2:15 PM - 4:05 PM","David, Amy","PH 116","49","50","In-Person",
"06","90024","ACCT 102 (4, 3)","Int Th &amp; Pr Acct 2","T, TH","6:55 PM - 8:35 PM","Dockery, Marlene","RA 205","34","40","In-Person",
"05","89672","ACCT 102 (4, 3)","Int Th &amp; Pr Acct 2","M, W","8:50 PM - 10:30 PM","Ruthizer, Scott","PH 112","40","42","In-Person",
"04","89670","ACCT 102 (4, 3)","Int Th &amp; Pr Acct 2","T, TH","10:05 AM - 11:55 AM","Feisullin, Anita","QH 315H","40","40","In-Person",
"07","90026","ACCT 102 (4, 3)","Int Th &amp; Pr Acct 2","F","6:30 PM - 10:30 PM","Benjamin, Ranjitkumar","PH 110","31","40","In-Person",
"01","90034","ACCT 201 (4, 4)","Inter Acct 1","M, W","8:00 AM - 9:50 AM","Hornung, David","PH 110","56","58","In-Person",
"02","90036","ACCT 201 (4, 4)","Inter Acct 1","T, TH","2:15 PM - 4:05 PM","Levine, Marc","PH 130","58","58","In-Person",
"03","90038","ACCT 201 (4, 4)","Inter Acct 1","T, TH","5:00 PM - 6:40 PM","Levine, Marc","PH 130","58","58","In-Person",
"04","90039","ACCT 201 (4, 4)","Inter Acct 1","T, TH","12:10 PM - 2:00 PM","Weiss, Renee","PH 208","23","24","In-Person",
"05","90042","ACCT 201 (4, 4)","Inter Acct 1","M, W","6:55 PM - 8:35 PM","Lahijani, Richard","QH 315C","44","50","In-Person",
"06","90044","ACCT 201 (4, 4)","Inter Acct 1","T, TH","6:55 PM - 8:35 PM","Nussbaum, Stephen","PH 130","54","55","In-Person",
"07","90045","ACCT 201 (4, 4)","Inter Acct 1","SU","8:00 AM - 12:00 PM","Rubin, Eliot","PH 116","56","55","In-Person",
"06","90059","ACCT 202 (3, 2)","Inter Acct 2","M, W","8:00 PM - 9:15 PM","Kumar, Vijay","PH 130","41","43","In-Person",
"05","90056","ACCT 202 (3, 2)","Inter Acct 2","M, W","6:30 PM - 7:45 PM","Schwalb, Helen","RA 201","28","40","In-Person",
"04","90052","ACCT 202 (3, 2)","Inter Acct 2","M, W","3:10 PM - 4:25 PM","Schwalb, Helen","PH 110","16","40","In-Person",
"03","90051","ACCT 202 (3, 2)","Inter Acct 2","T, TH","3:10 PM - 4:25 PM","Weiss, Renee","PH 208","24","24","In-Person",
"02","90049","ACCT 202 (3, 2)","Inter Acct 2","M, W","1:40 PM - 2:55 PM","Hornung, David","PH 110","40","45","In-Person",
"01","90048","ACCT 202 (3, 2)","Inter Acct 2","M, W","10:45 AM - 12:00 PM","Hornung, David","PH 110","44","45","In-Person",
"07","90063","ACCT 202 (3, 2)","Inter Acct 2","SU","9:00 AM - 12:00 PM","Zapf, Michael","PH 155","40","40","In-Person",
"08","90454","ACCT 261 (3, 3)","Business Law I","SU","9:00 AM - 12:00 PM","Stein, Randy","PH 157","40","40","In-Person",
"07","90453","ACCT 261 (3, 3)","Business Law I","F","6:30 PM - 9:30 PM","Seymore, Javier","PH 112","39","40","In-Person",
"06","90451","ACCT 261 (3, 3)","Business Law I","M, W","6:30 PM - 7:45 PM","Kirschner, David","RA 205","41","40","In-Person",
"05","90450","ACCT 261 (3, 3)","Business Law I","T, TH","5:00 PM - 6:15 PM","Milich, Marvin","PH 110","44","45","In-Person",
"04","90448","ACCT 261 (3, 3)","Business Law I","T, TH","3:10 PM - 4:25 PM","Milich, Marvin","PH 110","44","45","In-Person",
"03","90447","ACCT 261 (3, 3)","Business Law I","W, F","7:45 AM - 9:00 AM","Mintz, Seymour","PH 012","38","40","In-Person",
"01","90442","ACCT 261 (3, 3)","Business Law I","M, W","1:40 PM - 2:55 PM","Leibowicz, Barry","PH 112","40","40","In-Person",
"02","90445","ACCT 261 (3, 3)","Business Law I","M, W","3:10 PM - 4:25 PM","Leibowicz, Barry","PH 112","42","45","In-Person",
"01","90068","ACCT 305 (3, 2)","Cost Accounting","M, W","5:00 PM - 6:15 PM","Huang, Qianyun (Ivy)","PH 110","52","52","In-Person",
"02","90074","ACCT 305 (3, 2)","Cost Accounting","T, TH","7:45 AM - 9:00 AM","Milo, Michael","PH 132","47","55","In-Person",
"03","90079","ACCT 305 (3, 2)","Cost Accounting","T, TH","9:15 AM - 10:30 AM","Milo, Michael","PH 132","48","55","In-Person",
"04","90086","ACCT 305 (3, 2)","Cost Accounting","T, TH","1:40 PM - 2:55 PM","Milo, Michael","PH 110","49","55","In-Person",
"05","90091","ACCT 305 (3, 2)","Cost Accounting","M, W","6:30 PM - 7:45 PM","Mazzo, Mark","PH 116","45","50","In-Person",
"06","90099","ACCT 305 (3, 2)","Cost Accounting","T, TH","6:30 PM - 7:45 PM","Rubin, Eliot","QH 315H","46","45","In-Person",
"07","90106","ACCT 305 (3, 2)","Cost Accounting","SU","9:00 AM - 12:00 PM","Qureshi, Anique","PH 211","41","45","Online",
"04","90387","ACCT 306 (4, 3)","Tech In Plan &amp; Cntrl","T, TH","10:05 AM - 11:55 AM","Adelberg, Arthur","PH 130","51","48","In-Person",
"05","90388","ACCT 306 (4, 3)","Tech In Plan &amp; Cntrl","M, W","8:50 PM - 10:30 PM","Mazzo, Mark","PH 116","36","45","In-Person",
"06","90390","ACCT 306 (4, 3)","Tech In Plan &amp; Cntrl","SU","1:00 PM - 5:00 PM","Qureshi, Anique","PH 211","45","45","Online",
"01","90112","ACCT 306 (4, 3)","Tech In Plan &amp; Cntrl","M, W","2:15 PM - 4:05 PM","Stevens, Michael","PH 012","39","43","In-Person",
"02","90115","ACCT 306 (4, 3)","Tech In Plan &amp; Cntrl","M, W","5:00 PM - 6:40 PM","Stevens, Michael","PH 112","42","55","In-Person",
"03","90119","ACCT 306 (4, 3)","Tech In Plan &amp; Cntrl","T, TH","8:00 AM - 9:50 AM","Adelberg, Arthur","PH 130","48","48","In-Person",
"04","90397","ACCT 311 (4, 3)","Advanced Accounting","T, TH","12:10 PM - 2:00 PM","David, Amy","PH 116","46","45","In-Person",
"03","90394","ACCT 311 (4, 3)","Advanced Accounting","T, TH","10:05 AM - 11:55 AM","Satenstein, Jeffrey","PH 112","47","45","In-Person",
"01","90391","ACCT 311 (4, 3)","Advanced Accounting","M, W","10:05 AM - 11:55 AM","Simon, Abraham","PH 212","25","30","In-Person",
"02","90392","ACCT 311 (4, 3)","Advanced Accounting","T, TH","8:00 AM - 9:50 AM","Satenstein, Jeffrey","PH 112","43","45","In-Person",
"05","90398","ACCT 311 (4, 3)","Advanced Accounting","T, TH","5:00 PM - 6:40 PM","David, Amy","PH 116","43","45","In-Person",
"06","90399","ACCT 311 (4, 3)","Advanced Accounting","T, TH","6:55 PM - 8:35 PM","Juva, John","PH 116","35","40","In-Person",
"07","90402","ACCT 311 (4, 3)","Advanced Accounting","SU","1:00 PM - 5:00 PM","Balkaran, Dianand","CD 134","46","43","In-Person",
"04","90409","ACCT 321 (4, 3)","Auditing 1","M, W","8:50 PM - 10:30 PM","Fitzsimons, Sean","PH 110","26","40","In-Person",
"03","90408","ACCT 321 (4, 3)","Auditing 1","T","8:10 AM - 12:00 PM","Mintz, Seymour","PH 110","41","40","In-Person",
"02","90406","ACCT 321 (4, 3)","Auditing 1","T, TH","8:00 AM - 9:50 AM","Solieri, Steven","PH 116","40","41","In-Person",
"01","90403","ACCT 321 (4, 3)","Auditing 1","M, W","10:05 AM - 11:55 AM","Dauber, Nicky","PH 130","48","45","In-Person",
"05","90411","ACCT 321 (4, 3)","Auditing 1","SU","8:00 AM - 12:00 PM","Kumar, Vijay","PH 110","46","42","In-Person",
"01","90413","ACCT 322 (3, 3)","Auditing 2","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","PH 130","41","42","In-Person",
"02","90416","ACCT 322 (3, 3)","Auditing 2","T, TH","10:45 AM - 12:00 PM","Solieri, Steven","PH 012","40","40","In-Person",
"03","90421","ACCT 322 (3, 3)","Auditing 2","T, TH","1:40 PM - 2:55 PM","Hitzig, Neal","KY 236","13","30","In-Person",
"04","90424","ACCT 322 (3, 3)","Auditing 2","M, W","6:30 PM - 7:45 PM","Fitzsimons, Sean","PH 110","38","42","In-Person",
"05","90426","ACCT 322 (3, 3)","Auditing 2","SU","9:00 AM - 12:00 PM","Ruthizer, Scott","PH 130","47","42","In-Person",
"01","90429","ACCT 341 (3, 3)","Acct Info Syst","SU","9:00 AM - 12:00 PM","Vasquez, Geraldo","PH 117","25","40","In-Person",
"01","90435","ACCT 343 (3, 3)","Microcomp Application Acct","S","9:00 AM - 12:00 PM","Qureshi, Anique","PH 212","26","25","In-Person",
"01","90436","ACCT 350 (3, 3)","Fin St Analysis","T, TH","1:40 PM - 2:55 PM","Satenstein, Jeffrey","PH 112","45","45","In-Person",
"02","90440","ACCT 350 (3, 3)","Fin St Analysis","T, TH","6:30 PM - 7:45 PM","Silverman, Arthur","PH 110","41","45","In-Person",
"01","90456","ACCT 362 (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Ryesky, Kenneth","PH 112","41","42","In-Person",
"02","90457","ACCT 362 (3, 3)","Business Law 2","S","9:00 AM - 12:00 PM","Katz, Jeffrey","PH 130","41","40","In-Person",
"03","90463","ACCT 362W (3, 3)","Business Law 2","W, F","9:15 AM - 10:30 AM","Mintz, Seymour","PH 012","15","20","In-Person",
"02","90462","ACCT 362W (3, 3)","Business Law 2","W, F","10:45 AM - 12:00 PM","Davidovits, Murray","PH 116","11","20","In-Person",
"04","90480","ACCT 362W (3, 3)","Business Law 2","W, F","10:45 AM - 12:00 PM","Mintz, Seymour","PH 012","19","20","In-Person",
"12","90515","ACCT 362W (3, 3)","Business Law 2","SU","1:00 PM - 4:00 PM","Mintz, Seymour","PH 204","20","20","In-Person",
"11","90511","ACCT 362W (3, 3)","Business Law 2","SU","9:00 AM - 12:00 PM","Kirschner, David","PH 204","14","20","In-Person",
"10","90509","ACCT 362W (3, 3)","Business Law 2","S","1:00 PM - 4:00 PM","Seymore, Javier","PH 110","20","20","In-Person",
"09","90506","ACCT 362W (3, 3)","Business Law 2","T, TH","8:00 PM - 9:15 PM","Elan, Kenneth","PH 112","20","20","In-Person",
"08","90502","ACCT 362W (3, 3)","Business Law 2","M, W","6:30 PM - 7:45 PM","White, Matthew","KG 208","26","22","In-Person",
"07","90500","ACCT 362W (3, 3)","Business Law 2","M, W","9:15 AM - 10:30 AM","Leach, Leslie","QH 315C","20","20","In-Person",
"06","90496","ACCT 362W (3, 3)","Business Law 2","T, TH","5:00 PM - 6:15 PM","Ryesky, Kenneth","PH 112","20","20","In-Person",
"05","90493","ACCT 362W (3, 3)","Business Law 2","T, TH","3:10 PM - 4:25 PM","Ryesky, Kenneth","PH 112","21","22","In-Person",
"02","90522","ACCT 363 (3, 3)","Business Law 3","M, W","6:30 PM - 7:45 PM","Elan, Robert","KY 334","18","35","In-Person",
"03","90525","ACCT 363 (3, 3)","Business Law 3","SU","9:00 AM - 12:00 PM","Linn, David","PH 153","21","35","In-Person",
"01","90518","ACCT 363 (3, 3)","Business Law 3","W, F","9:15 AM - 10:30 AM","Davidovits, Murray","PH 116","19","35","In-Person",
"02","90533","ACCT 367 (4, 4)","Fed &amp; Ny St Tax","M, W","5:00 PM - 6:40 PM","Abbondandolo, Vito","PH 130","43","42","In-Person",
"03","90536","ACCT 367 (4, 4)","Fed &amp; Ny St Tax","T, TH","10:05 AM - 11:55 AM","Blumenfrucht, Israel","PH 116","40","40","In-Person",
"04","90541","ACCT 367 (4, 4)","Fed &amp; Ny St Tax","T, TH","5:00 PM - 6:40 PM","Barone, Ernest","QH 315C","36","40","In-Person",
"06","90549","ACCT 367 (4, 4)","Fed &amp; Ny St Tax","SU","1:00 PM - 5:00 PM","Ruthizer, Scott","PH 130","50","48","In-Person",
"05","90546","ACCT 367 (4, 4)","Fed &amp; Ny St Tax","T, TH","6:55 PM - 8:35 PM","Barone, Ernest","PH 132","35","40","In-Person",
"01","90531","ACCT 367 (4, 4)","Fed &amp; Ny St Tax","M, W","10:05 AM - 11:55 AM","Leibowicz, Barry","PH 112","38","43","In-Person",
"07","90562","ACCT 367 (4, 4)","Fed &amp; Ny St Tax","SU","8:00 AM - 12:00 PM","Lahijani, Richard","PH 156","20","40","In-Person",
"03","90613","ACCT 372 (3, 3)","Gov &amp; Inst Acct","T","1:40 PM - 4:30 PM","Walker, John","PH 212","23","30","In-Person",
"04","90617","ACCT 372 (3, 3)","Gov &amp; Inst Acct","T, TH","3:10 PM - 4:25 PM","Silverman, Arthur","PH 012","45","40","In-Person",
"05","90624","ACCT 372 (3, 3)","Gov &amp; Inst Acct","T, TH","6:30 PM - 7:45 PM","Vasquez, Geraldo","RZ 312","35","40","In-Person",
"06","90628","ACCT 372 (3, 3)","Gov &amp; Inst Acct","SU","9:00 AM - 12:00 PM","Xiao, Jian","KY 312","38","40","In-Person",
"02","90607","ACCT 372 (3, 3)","Gov &amp; Inst Acct","M","5:00 PM - 7:50 PM","Simon, Abraham","PH 212","21","30","In-Person",
"07","90636","ACCT 372 (3, 3)","Gov &amp; Inst Acct","SU","9:00 AM - 12:00 PM","Balkaran, Dianand","CD 134","45","47","Hybrid",
"01","90604","ACCT 372 (3, 3)","Gov &amp; Inst Acct","M, W","1:40 PM - 2:55 PM","Simon, Abraham","PH 212","27","30","In-Person",
"01","28138","ACCT 3911 (1, 1)","Special Probs","&nbsp;"," - ","Milich, Marvin"," ","1","1","In-Person",
"01","18005","ACCT 3913 (3, 3)","Special Probs","&nbsp;"," - ","Dauber, Nicky"," ","1","1","In-Person",
"01","90754","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Davidovits, Murray"," ","18","10","In-Person",
"01","90757","ACCT 398 (3, 3)","Internship","&nbsp;"," - ","Ruthizer, Scott"," ","10","10","In-Person",
"01","90643","ACCT 707 (3, 3)","Issues In Mgmt Acct","S","9:00 AM - 12:00 PM","Wheatman, Barry","PH 112","30","25","In-Person",
"01","90646","ACCT 712 (3, 3)","Adv Fin Acct Theory","M","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","KG 204","26","20","In-Person",
"02","90651","ACCT 712 (3, 3)","Adv Fin Acct Theory","T","6:30 PM - 9:20 PM","Hitzig, Neal","PH 302","20","20","In-Person",
"03","90654","ACCT 712 (3, 3)","Adv Fin Acct Theory","TH","6:30 PM - 9:20 PM","Hitzig, Neal","PH 333","19","20","In-Person",
"01","90657","ACCT 723 (3, 3)","Adv Auditing Theory","T","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","31","25","In-Person",
"02","90663","ACCT 723 (3, 3)","Adv Auditing Theory","TH","6:30 PM - 9:20 PM","Dignam, Arthur","PH 351","31","25","In-Person",
"01","90668","ACCT 747 (3, 3)","Comm &amp; Accountants","W","6:30 PM - 9:20 PM","Walker, John","RZ 347","29","25","In-Person",
"02","90671","ACCT 747 (3, 3)","Comm &amp; Accountants","T","6:30 PM - 9:20 PM","Walker, John","KG 206","32","25","In-Person",
"01","90677","ACCT 748 (3, 3)","Adv Acct Info Systms","W","6:30 PM - 9:20 PM","Siegfried, Robert","PH 333","28","25","In-Person",
"02","90684","ACCT 748 (3, 3)","Adv Acct Info Systms","&nbsp;"," - ","Qureshi, Anique"," ","12","25","Online",
"01","90688","ACCT 752 (3, 3)","Adv Stdy In Bus Law","W, F","9:15 AM - 10:30 AM","Davidovits, Murray","PH 116","8","15","In-Person",
"02","90694","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","6:30 PM - 7:45 PM","Elan, Robert","KY 334","4","15","In-Person",
"03","90707","ACCT 752 (3, 3)","Adv Stdy In Bus Law","SU","9:00 AM - 12:00 PM","Linn, David","PH 153","25","15","In-Person",
"01","90709","ACCT 757 (3, 3)","Taxation Of Bus Ents","M","6:30 PM - 9:20 PM","Mandelkorn, Steven","PH 119","33","25","In-Person",
"02","90712","ACCT 757 (3, 3)","Taxation Of Bus Ents","W","7:00 PM - 9:50 PM","Abbondandolo, Vito","KY 431","35","25","In-Person",
"01","90717","ACCT 759 (3, 3)","Estate &amp; Gift Taxes","M","6:30 PM - 9:20 PM","Ahroni, Scott","PH 304","26","25","In-Person",
"01","90720","ACCT 773 (3, 3)","Govt Acct &amp; Audit","SU","1:00 PM - 4:00 PM","Xiao, Jian","PH 116","35","25","In-Person",
"01","90381","ACE 005W (3, 3)","Great Works Of Lit","M","6:55 PM - 9:45 PM","Fisher, Maxine","KY 321","22","22","In-Person",
"01","90384","ACE 015 (3, 6)","Social Science Seminar I","W","6:55 PM - 9:45 PM","Budd, Susan","KY 271","11","35","In-Person",
"01","90385","ACE 016 (3, 6)","Social Science Seminar II","S","1:00 PM - 3:50 PM","Budd, Susan","KY 271","19","35","In-Person",
"01","29431","AFST 100 (0, 0)","Afst","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","90071","AFST 101 (3, 3)","African Civ 1","T, TH","10:45 AM - 12:00 PM","Julmisse, Evelyn","PH 118","36","35","In-Person",
"01","19125","AFST 201W (3, 3)","Black Cultures","T, TH","4:30 PM - 5:45 PM","Julmisse, Evelyn","PH 118","23","23","In-Person",
"01","90107","AFST 300W (3, 3)","Africana Sts Seminar","T, TH","1:40 PM - 2:55 PM","Julmisse, Evelyn","PH 118","16","22","In-Person",
"01","90358","AMST 110W (3, 3)","Intro Amer Soc/Cult","TH","5:00 PM - 7:50 PM","Ribeiro, Helena","RA 102","26","25","In-Person",
"03","90360","AMST 110W (3, 3)","Intro Amer Soc/Cult","F","5:30 PM - 8:30 PM","Galluzzo, Anthony","KY 173","10","25","In-Person",
"02","90359","AMST 110W (3, 3)","Intro Amer Soc/Cult","T, TH","9:15 AM - 10:30 AM","Galluzzo, Anthony","RA 112","20","25","In-Person",
"10","83739","ANTH 101 (3, 3)","Intro Cult Anthro","T, TH","12:15 PM - 1:30 PM","Perez, Ramona","KY 250","87","90","In-Person",
"03","83521","ANTH 101 (3, 3)","Intro Cult Anthro","M, W","1:40 PM - 2:55 PM","Birth, Kevin","KY 250","79","80","In-Person",
"04","83525","ANTH 101 (3, 3)","Intro Cult Anthro","M, W","3:10 PM - 4:25 PM","Meswick, Susan","PH 114","45","45","In-Person",
"02","84906","ANTH 101 (3, 3)","Intro Cult Anthro","M, W","10:45 AM - 12:00 PM","Limbert, Mandana","KY 250","81","85","In-Person",
"01","84904","ANTH 101 (3, 3)","Intro Cult Anthro","M, W","9:15 AM - 10:30 AM","Limbert, Mandana","KY 250","78","100","In-Person",
"07","83551","ANTH 101 (3, 3)","Intro Cult Anthro","S","1:00 PM - 4:00 PM","Salvi, Cecilia","PH 114","23","39","In-Person",
"05","83536","ANTH 101 (3, 3)","Intro Cult Anthro","M, W","5:00 PM - 6:15 PM","Shank, Sofia","PH 114","45","45","In-Person",
"08","83718","ANTH 101 (3, 3)","Intro Cult Anthro","T, TH","7:45 AM - 9:00 AM","Choi, Jimee","RZ 347","26","35","In-Person",
"06","83544","ANTH 101 (3, 3)","Intro Cult Anthro","M, W","6:30 PM - 7:45 PM","Shank, Sofia","PH 114","44","45","In-Person",
"11","83746","ANTH 101 (3, 3)","Intro Cult Anthro","T, TH","1:40 PM - 2:55 PM","Elisha, Omri","KY 150","123","122","In-Person",
"09","83721","ANTH 101 (3, 3)","Intro Cult Anthro","T, TH","9:15 AM - 10:30 AM","Halliburton, Murphy","KY 150","111","120","In-Person",
"12","83767","ANTH 101 (3, 3)","Intro Cult Anthro","T, TH","5:00 PM - 6:15 PM","Karak, Madhuri","PH 114","30","35","In-Person",
"13","83772","ANTH 101 (3, 3)","Intro Cult Anthro","T, TH","6:30 PM - 7:45 PM","Karak, Madhuri","PH 114","9","35","In-Person",
"03","83534","ANTH 102 (3, 3)","Intro Human Evol","M, W","3:10 PM - 4:25 PM","Forrest, Frances","RZ 347","48","48","In-Person",
"05","83732","ANTH 102 (3, 3)","Intro Human Evol","T, TH","10:45 AM - 12:00 PM","Swedell, Larissa","KY 150","133","135","In-Person",
"07","83763","ANTH 102 (3, 3)","Intro Human Evol","T, TH","3:10 PM - 4:25 PM","Sutton, Wesley","KY 250","27","80","In-Person",
"04","83547","ANTH 102 (3, 3)","Intro Human Evol","F","10:45 AM - 1:35 PM","Hodgson, Jennifer","PH 114","43","44","In-Person",
"06","83756","ANTH 102 (3, 3)","Intro Human Evol","T, TH","1:40 PM - 2:55 PM","Amann, Alexis","RZ 347","40","40","In-Person",
"02","83508","ANTH 102 (3, 3)","Intro Human Evol","M, W","10:45 AM - 12:00 PM","Madimenos, Felicia","PH 114","45","45","In-Person",
"01","83499","ANTH 102 (3, 3)","Intro Human Evol","M, W","9:15 AM - 10:30 AM","Madimenos, Felicia","PH 114","43","45","In-Person",
"05","83732","ANTH 102 (3, 3)","Intro Human Evol","T, TH","10:45 AM - 12:00 PM","Amann, Alexis","KY 150","133","135","In-Person",
"09","83764","ANTH 103 (3, 3)","Intro Archaeology","T, TH","3:10 PM - 4:25 PM","Feeley, Francis","RZ 347","25","35","In-Person",
"03","83510","ANTH 103 (3, 3)","Intro Archaeology","M, W","10:45 AM - 12:00 PM","Pugh, Timothy","KY 150","128","130","In-Person",
"08","83738","ANTH 103 (3, 3)","Intro Archaeology","T, TH","12:15 PM - 1:30 PM","Tache, Karine","PH 114","36","35","In-Person",
"07","83730","ANTH 103 (3, 3)","Intro Archaeology","T, TH","10:45 AM - 12:00 PM","Tache, Karine","PH 114","32","35","In-Person",
"06","83539","ANTH 103 (3, 3)","Intro Archaeology","M","5:00 PM - 7:50 PM","Manfra Mcgovern, Allison","KY 250","22","60","In-Person",
"05","83530","ANTH 103 (3, 3)","Intro Archaeology","M, W","3:10 PM - 4:25 PM","Suri, Miranda","KY 250","43","60","In-Person",
"04","83522","ANTH 103 (3, 3)","Intro Archaeology","M, W","1:40 PM - 2:55 PM","Bracken, Justin","RZ 347","35","35","In-Person",
"02","83504","ANTH 103 (3, 3)","Intro Archaeology","M, W","9:15 AM - 10:30 AM","Bracken, Justin","RZ 347","29","35","In-Person",
"01","83497","ANTH 103 (3, 3)","Intro Archaeology","M, W","7:45 AM - 9:00 AM","Coplin, Jennifer","PH 114","16","35","In-Person",
"02","83716","ANTH 104 (3, 3)","Lang/Culture/Society","T, TH","7:45 AM - 9:00 AM","Schmitt, Doreen","PH 114","36","35","In-Person",
"04","83761","ANTH 104 (3, 3)","Lang/Culture/Society","T, TH","3:10 PM - 4:25 PM","Rodriguez, Igor","PH 114","29","35","In-Person",
"05","98125","ANTH 104 (3, 3)","Language, Culture, And Society","SU","1:00 PM - 4:00 PM","Rodriguez, Igor","PH 112","13","35","In-Person",
"01","83519","ANTH 104 (3, 3)","Lang/Culture/Society","M, W","1:40 PM - 2:55 PM","Makihara, Miki","KY 150","56","120","In-Person",
"03","83744","ANTH 104 (3, 3)","Lang/Culture/Society","T, TH","1:40 PM - 2:55 PM","Rodriguez, Igor","PH 114","33","35","In-Person",
"02","83515","ANTH 200 (3, 3)","Hist Of Anthropology","M, W","10:45 AM - 12:00 PM","Birth, Kevin","PH 351","18","19","In-Person",
"01","83507","ANTH 200 (3, 3)","Hist Of Anthropology","M, W","9:15 AM - 10:30 AM","Birth, Kevin","PH 351","17","18","In-Person",
"01","84909","ANTH 201 (3, 3)","Essent Cultural Anth","M, W","10:45 AM - 12:00 PM","Collins, John","RZ 347","20","20","In-Person",
"01","84912","ANTH 206 (3, 3)","Peoples Of So Amer","M, W","9:15 AM - 10:30 AM","Collins, John","PH 118","35","85","In-Person",
"01","83723","ANTH 210 (3, 3)","Peoples Of East Asia","T, TH","9:15 AM - 10:30 AM","Choi, Jimee","RZ 347","17","35","In-Person",
"01","83734","ANTH 220 (3, 3)","Food And Culture","T, TH","10:45 AM - 12:00 PM","Perez, Ramona","RZ 347","36","40","In-Person",
"01","83524","ANTH 238 (3, 3)","Res Design/Method","M, W","1:40 PM - 2:55 PM","Pugh, Timothy","PH 311","19","18","In-Person",
"01","84870","ANTH 239 (3, 3)","Vt:Topics Cult Anth","T, TH","3:10 PM - 4:25 PM","Perez, Ramona","RZ 147","13","35","In-Person",
"01","83514","ANTH 240 (3, 3)","Essent Of Archaeol","M, W","10:45 AM - 12:00 PM","Moore, James","PH 311","18","18","In-Person",
"01","83540","ANTH 241 (3, 3)","Archeol Mesoamerica","M, W","5:00 PM - 6:15 PM","Suri, Miranda","RZ 347","12","35","In-Person",
"01","83768","ANTH 249 (3, 3)","Vt:Tpcs Arch Area St","T, TH","5:00 PM - 6:15 PM","Feeley, Francis","RZ 347","13","35","In-Person",
