"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"05","58781","ACCT 305 (3, 2)","Cost Acct","M, W","6:30 PM - 7:45 PM","Mazzo, Mark","PH 112","24","40","In-Person",
"06","75084","ACCT 305 (3, 2)","Cost Acct","T, TH","8:50 PM - 10:05 PM","Kessar, Nathaniel","PH 112","42","40","In-Person",
"01","75082","ACCT 305 (3, 2)","Cost Acct","M, W","5:00 PM - 6:15 PM","Schwalb, Helen","PH 112","41","40","In-Person",
"02","58720","ACCT 305 (3, 2)","Cost Acct","T, TH","9:15 AM - 10:30 AM","Milo, Michael","PH 012","46","45","In-Person",
"07","58789","ACCT 305 (3, 2)","Cost Acct","SU","9:00 AM - 12:00 PM","Qureshi, Anique","PH 114","39","40","Online",
"04","58731","ACCT 305 (3, 2)","Cost Acct","T, TH","5:00 PM - 6:15 PM","Milo, Michael","PH 110","55","53","In-Person",
"03","58728","ACCT 305 (3, 2)","Cost Acct","T, TH","1:40 PM - 2:55 PM","Milo, Michael","PH 110","55","53","In-Person",
"01","58793","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","2:15 PM - 4:05 PM","Stevens, Michael","PH 112","50","50","In-Person",
"02","58797","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","5:00 PM - 6:40 PM","Stevens, Michael","PH 116","48","50","In-Person",
"03","58803","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","8:00 AM - 9:50 AM","Adelberg, Arthur","PH 130","49","49","In-Person",
"04","58805","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","10:05 AM - 11:55 AM","Adelberg, Arthur","PH 130","50","49","In-Person",
"05","58813","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","8:50 PM - 10:30 PM","Mazzo, Mark","PH 130","26","50","In-Person",
"06","58913","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","SU","1:00 PM - 5:00 PM","Qureshi, Anique","PH 114","55","50","Online",
"04","61880","ACCT 311 (4, 3)","Advcd Acct","T, TH","12:10 PM - 2:00 PM","David, Amy","PH 116","27","40","In-Person",
"05","61886","ACCT 311 (4, 3)","Advcd Acct","T, TH","5:00 PM - 6:40 PM","David, Amy","PH 116","12","40","In-Person",
"06","61892","ACCT 311 (4, 3)","Advcd Acct","T, TH","6:55 PM - 8:35 PM","Juva, John","RA 201","27","40","In-Person",
"07","61901","ACCT 311 (4, 3)","Advcd Acct","SU","1:00 PM - 5:00 PM","Balkaran, Dianand","PH 110","36","34","In-Person",
"01","75221","ACCT 311 (4, 3)","Advcd Acct","M, W","5:00 PM - 6:40 PM","Balkaran, Dianand","PH 155","45","45","In-Person",
"02","61863","ACCT 311 (4, 3)","Advcd Acct","T, TH","8:00 AM - 9:50 AM","Satenstein, Jeffrey","PH 112","36","40","In-Person",
"03","61873","ACCT 311 (4, 3)","Advcd Acct","T, TH","10:05 AM - 11:55 AM","Satenstein, Jeffrey","PH 112","39","40","In-Person",
"01","61944","ACCT 321 (4, 3)","Auditing 1","M, W","10:05 AM - 11:55 AM","Dauber, Nicky","PH 130","42","42","In-Person",
"02","61956","ACCT 321 (4, 3)","Auditing 1","T, TH","8:00 AM - 9:50 AM","Solieri, Steven","PH 116","19","40","In-Person",
"03","61970","ACCT 321 (4, 3)","Auditing 1","T, TH","10:05 AM - 11:55 AM","Solieri, Steven","PH 116","40","40","In-Person",
"04","61977","ACCT 321 (4, 3)","Auditing 1","M, W","8:50 PM - 10:30 PM","Fitzsimons, Sean","PH 110","26","40","In-Person",
"05","61995","ACCT 321 (4, 3)","Auditing 1","SU","8:00 AM - 12:00 PM","Kumar, Vijay","PH 110","38","35","In-Person",
"01","62001","ACCT 322 (3, 3)","Auditing 2","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","PH 130","55","56","In-Person",
"05","62021","ACCT 322 (3, 3)","Auditing 2","S","1:00 PM - 4:00 PM","Dietz, George","PH 130","54","50","In-Person",
"02","62007","ACCT 322 (3, 3)","Auditing 2","T, TH","1:40 PM - 2:55 PM","Hitzig, Neal","KY 220","23","30","In-Person",
"03","62010","ACCT 322 (3, 3)","Auditing 2","M, W","6:30 PM - 7:45 PM","Fitzsimons, Sean","PH 110","30","50","In-Person",
"04","62017","ACCT 322 (3, 3)","Auditing 2","SU","9:00 AM - 12:00 PM","Ruthizer, Scott","PH 130","57","50","In-Person",
"01","62054","ACCT 341 (3, 3)","Acct Info Syst","S","1:00 PM - 4:00 PM","Qureshi, Anique","PH 012","53","46","Online",
"01","62058","ACCT 343 (3, 3)","Microcomp Apps Acct","S","9:00 AM - 12:00 PM","Qureshi, Anique","PH 212","31","30","In-Person",
"01","62067","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","1:40 PM - 2:55 PM","Satenstein, Jeffrey","PH 112","33","45","In-Person",
"02","62075","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","6:30 PM - 7:45 PM","Silverman, Arthur","PH 110","39","45","In-Person",
"02","63258","ACCT 362 (3, 3)","Business Law 2","S","9:00 AM - 12:00 PM","Katz, Jeffrey","PH 130","49","50","In-Person",
"01","63188","ACCT 362 (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Altman, Julie","RA 205","40","45","In-Person",
"02","63091","ACCT 362W (3, 3)","Business Law 2","W, F","10:45 AM - 12:00 PM","Mintz, Seymour","PH 112","20","20","In-Person",
"03","63126","ACCT 362W (3, 3)","Business Law 2","M, W","9:15 AM - 10:30 AM","Linn, David","KY 246","20","20","In-Person",
"01","63087","ACCT 362W (3, 3)","Business Law 2","W, F","9:15 AM - 10:30 AM","Davidovits, Murray","PH 116","14","20","In-Person",
"04","75085","ACCT 362W (3, 3)","Business Law 2","M, W","10:45 AM - 12:00 PM","Linn, David","PH 154","21","20","In-Person",
"05","63134","ACCT 362W (3, 3)","Business Law 2","T, TH","5:00 PM - 6:15 PM","Altman, Julie","PH 211","20","20","In-Person",
"10","63168","ACCT 362W (3, 3)","Business Law 2","SU","1:00 PM - 4:00 PM","Mintz, Seymour","PH 204","24","20","In-Person",
"09","63157","ACCT 362W (3, 3)","Business Law 2","SU","9:00 AM - 12:00 PM","Kirschner, David","PH 012","20","20","In-Person",
"07","63145","ACCT 362W (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Elan, Kenneth","KY 242","21","20","In-Person",
"08","63149","ACCT 362W (3, 3)","Business Law 2","S","1:00 PM - 4:00 PM","Seymore, Javier","PH 110","20","20","In-Person",
"03","63276","ACCT 363 (3, 3)","Business Law 3","SU","9:00 AM - 12:00 PM","Bieder, Stacy","PH 112","19","30","In-Person",
"02","63269","ACCT 363 (3, 3)","Business Law 3","M, W","6:30 PM - 7:45 PM","Elan, Robert","RA 201","17","30","In-Person",
"01","63263","ACCT 363 (3, 3)","Business Law 3","W, F","10:45 AM - 12:00 PM","Davidovits, Murray","PH 116","14","30","In-Person",
"02","63289","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","5:00 PM - 6:40 PM","Mandelkorn, Steven","PH 130","46","45","In-Person",
"07","63320","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","8:00 AM - 12:00 PM","Lahijani, Richard","PH 118","21","45","In-Person",
"06","63315","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","1:00 PM - 5:00 PM","Ruthizer, Scott","PH 130","43","41","In-Person",
"05","63312","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","6:55 PM - 8:35 PM","Barone, Ernest","PH 116","44","44","In-Person",
"04","63302","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","5:00 PM - 6:40 PM","Barone, Ernest","RA 201","44","44","In-Person",
"03","63295","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","10:05 AM - 11:55 AM","Blumenfrucht, Israel","PH 110","45","45","In-Person",
"01","63284","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","10:05 AM - 11:55 AM","Leibowicz, Barry","PH 012","44","44","In-Person",
"01","75086","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","5:00 PM - 6:15 PM","Silverman, Arthur","PH 132","50","50","In-Person",
"05","63801","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","6:30 PM - 7:45 PM","Xiao, Jian","PH 132","16","40","In-Person",
"07","63816","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:00 AM - 12:00 PM","Balkaran, Dianand","CD 134","45","44","Online",
"06","63809","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:00 AM - 12:00 PM","Xiao, Jian","PH 156","29","40","In-Person",
"04","63793","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T","1:40 PM - 4:30 PM","Sun, Fang","PH 212","32","30","In-Person",
"02","63775","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","M","5:00 PM - 7:50 PM","Sun, Fang","PH 212","28","29","In-Person",
"03","63786","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","3:10 PM - 4:25 PM","Silverman, Arthur","PH 110","49","47","In-Person",
"02","63830","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Dauber, Nicky"," ","9","10","In-Person",
"01","63823","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Davidovits, Murray"," ","10","10","In-Person",
"01","63852","ACCT 398 (3, 3)","Internship","&nbsp;"," - ","Ruthizer, Scott"," ","10","10","In-Person",
"01","63903","ACCT 707 (3, 3)","Issues In Mgmt Acct","S","9:00 AM - 12:00 PM","Wheatman, Barry","PH 112","22","25","In-Person",
"02","63913","ACCT 712 (3, 3)","Adv Fin Acct Theory","T","6:30 PM - 9:20 PM","Hitzig, Neal","PH 202","19","20","In-Person",
"03","63916","ACCT 712 (3, 3)","Adv Fin Acct Theory","TH","6:30 PM - 9:20 PM","Hitzig, Neal","PH 202","20","20","In-Person",
"01","63910","ACCT 712 (3, 3)","Adv Fin Acct Theory","M","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","PH 304","26","20","In-Person",
"01","63945","ACCT 723 (3, 3)","Adv Auditing Theory","T","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","28","25","In-Person",
"02","63948","ACCT 723 (3, 3)","Adv Auditing Theory","TH","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","31","25","In-Person",
"01","63957","ACCT 747 (3, 3)","Comm &amp; Accountants","W","6:30 PM - 9:20 PM","Walker, John","PH 212","24","25","In-Person",
"02","63962","ACCT 747 (3, 3)","Comm &amp; Accountants","T","6:30 PM - 9:20 PM","Walker, John","PH 212","26","25","In-Person",
"01","63977","ACCT 748 (3, 3)","Adv Acct Info Systms","W","6:30 PM - 9:20 PM","Siegfried, Robert","PH 333","29","25","In-Person",
"01","63989","ACCT 752 (3, 3)","Adv Stdy In Bus Law","W, F","10:45 AM - 12:00 PM","Davidovits, Murray","PH 116","11","20","In-Person",
"02","63994","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","6:30 PM - 7:45 PM","Elan, Robert","RA 201","6","15","In-Person",
"03","63998","ACCT 752 (3, 3)","Adv Stdy In Bus Law","SU","9:00 AM - 12:00 PM","Bieder, Stacy","PH 112","26","20","In-Person",
"01","64003","ACCT 757 (3, 3)","Taxation Of Bus Ents","M","7:00 PM - 9:50 PM","Mandelkorn, Steven","PH 113","29","25","In-Person",
"02","64011","ACCT 757 (3, 3)","Taxation Of Bus Ents","W","7:00 PM - 9:50 PM","Stevens, Michael","PH 202","29","25","In-Person",
"01","64017","ACCT 758 (3, 3)","State &amp; Local Taxatn","SU","9:00 AM - 12:00 PM","Ahroni, Scott","PH 102","24","25","In-Person",
"01","64025","ACCT 759 (3, 3)","Estate &amp; Gift Taxes","W","6:30 PM - 9:20 PM","Ahroni, Scott","PH 304","17","25","In-Person",
"02","80501","ACCT 773 (3, 3)","Govt Acct &amp; Audit","M","5:00 PM - 7:50 PM","Sun, Fang","PH 212","3","1","In-Person",
"01","64036","ACCT 773 (3, 3)","Govt Acct &amp; Audit","SU","1:00 PM - 4:00 PM","Xiao, Jian","PH 116","18","25","In-Person",
"1","58776","ACE 005W (3, 3)","Great Works Of Lit","M","6:55 PM - 9:45 PM","Kim, Brian","KY 312","24","25","In-Person",
"01","65045","AFST 102 (3, 3)","Survey African Civ 2","T, TH","10:45 AM - 12:00 PM","Julmisse, Evelyn","PH 118","35","35","In-Person",
"01","65048","AFST 201W (3, 3)","Intro Black Cultures","T, TH","1:40 PM - 2:55 PM","Julmisse, Evelyn","PH 119","24","25","In-Person",
"01","65070","AFST 300W (3, 3)","Africana Studies Sem","T, TH","4:30 PM - 5:45 PM","Julmisse, Evelyn","PH 154","16","25","In-Person",
"01","57975","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","9:15 AM - 10:30 AM","Hines, Katherine","PH 102","25","25","In-Person",
"03","57977","AMST 110W (3, 3)","Intro Amer Soc/Culture","M, W","3:10 PM - 4:25 PM","Richie, James","RA 106","25","25","In-Person",
"02","57976","AMST 110W (3, 3)","Intro Amer Soc/Culture","M, W","6:30 PM - 7:45 PM","Richie, James","RZ 304","17","25","In-Person",
"05","64450","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","9:15 AM - 10:30 AM","Spice, Anne","KY 250","69","90","Web-Enhanced",
"11","64785","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","5:00 PM - 6:15 PM","Augustyniak, Nadia","PH 114","40","40","Web-Enhanced",
"10","64762","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","3:10 PM - 4:25 PM","Chrisler, Matthew","KY 250","60","90","Web-Enhanced",
"04","64447","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","9:15 AM - 10:30 AM","Halliburton, Murphy","KY 150","71","130","Web-Enhanced",
"09","64729","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","1:40 PM - 2:55 PM","Meswick, Susan","RZ 347","35","35","Web-Enhanced",
"08","64718","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","1:40 PM - 2:55 PM","Chrisler, Matthew","KY 250","86","90","Web-Enhanced",
"02","64435","ANTH 101 (3, 3)","Intro To Cultural Anthropology","F","9:15 AM - 12:05 PM","Meswick, Susan","PH 114","32","40","Web-Enhanced",
"06","64474","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Halliburton, Murphy","KY 150","108","130","Web-Enhanced",
"01","64333","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","7:45 AM - 9:00 AM","Choi, Jimee","PH 114","27","40","Web-Enhanced",
"07","64510","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Perez, Ramona","KY 150","130","130","Web-Enhanced",
"03","64440","ANTH 101 (3, 3)","Intro To Cultural Anthropology","S","9:00 AM - 12:00 PM","Choi, Jimee","PH 114","25","35","Web-Enhanced",
"06","64791","ANTH 102 (3, 3)","Intro Human Evol","M, W","5:00 PM - 6:15 PM","Pagano, Anthony","KY 250","90","90","Web-Enhanced",
"05","64759","ANTH 102 (3, 3)","Intro Human Evol","T, TH","3:10 PM - 4:25 PM","Forrest, Frances","KY 150","133","130","Web-Enhanced",
"03","64465","ANTH 102 (3, 3)","Intro Human Evol","T, TH","10:45 AM - 12:00 PM","Sutton, Wesley","PH 114","40","40","Web-Enhanced",
"02","64455","ANTH 102 (3, 3)","Intro Human Evol","T, TH","9:15 AM - 10:30 AM","Lamela Lopez, Raquel","KY 250","66","90","Web-Enhanced",
"01","64442","ANTH 102 (3, 3)","Intro Human Evol","M, W","9:15 AM - 10:30 AM","Madimenos, Felicia","KY 150","126","130","Web-Enhanced",
"04","64505","ANTH 102 (3, 3)","Intro Human Evol","F","12:15 PM - 3:05 PM","Pagano, Anthony","PH 114","40","40","Web-Enhanced",
"10","72563","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","5:00 PM - 6:15 PM","Manfra Mcgovern, Allison","RZ 347","35","35","Web-Enhanced",
"01","64381","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","7:45 AM - 9:00 AM","Feeley, Francis","KY 250","90","90","Web-Enhanced",
"02","64458","ANTH 103 (3, 3)","Intro To Archaeology","M, W","9:15 AM - 10:30 AM","Frissell, Cara","RZ 347","19","35","Web-Enhanced",
"03","64468","ANTH 103 (3, 3)","Intro To Archaeology","M, W","10:45 AM - 12:00 PM","Moore, James","KY 150","124","130","Web-Enhanced",
"04","64479","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","10:45 AM - 12:00 PM","Tache, Karine","KY 250","91","90","Web-Enhanced",
"05","64516","ANTH 103 (3, 3)","Intro To Archaeology","S","1:00 PM - 4:00 PM","Shiratori, Yuko","PH 114","21","40","Web-Enhanced",
"06","64520","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","12:15 PM - 1:30 PM","Suri, Miranda","KY 250","90","90","Web-Enhanced",
"07","64525","ANTH 103 (3, 3)","Intro To Archaeology","M, W","1:40 PM - 2:55 PM","Moore, James","PH 114","40","40","Web-Enhanced",
"08","64534","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","1:40 PM - 2:55 PM","Bracken, Justin","KY 150","26","130","Web-Enhanced",
"09","64756","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","3:10 PM - 4:25 PM","Suri, Miranda","PH 114","40","40","Web-Enhanced",
"01","64484","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","10:45 AM - 12:00 PM","Schmitt, Doreen","RZ 347","39","35","Web-Enhanced",
"03","64726","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","1:40 PM - 2:55 PM","Rodriguez Aponte, Juan","KY 250","47","90","Web-Enhanced",
"02","64530","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","1:40 PM - 2:55 PM","Schmitt, Doreen","KY 150","84","80","Web-Enhanced",
"04","64765","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","3:10 PM - 4:25 PM","Rodriguez Aponte, Juan","KY 250","29","90","Web-Enhanced",
"01","64741","ANTH 200 (3, 3)","History Of Anthropology","M, W","1:40 PM - 2:55 PM","Bauer, Alexander","PH 351","20","20","Web-Enhanced",
"01","64463","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","M, W","10:45 AM - 12:00 PM","Elisha, Omri","PH 114","30","30","Web-Enhanced",
"01","64427","ANTH 206 (3, 3)","Peoples Of South America","M, W","9:15 AM - 10:30 AM","Collins, John","PH 114","27","40","In-Person",
"01","64528","ANTH 208W (3, 3)","Peoples Of South Asia","T, TH","1:40 PM - 2:55 PM","Halliburton, Murphy","PH 114","17","25","In-Person",
"01","64499","ANTH 210 (3, 3)","Peoples Of East Asia","T, TH","10:45 AM - 12:00 PM","Choi, Jimee","PH 304","17","17","In-Person",
"01","64432","ANTH 222 (3, 3)","Sex,Gender &amp; Culture","T, TH","9:15 AM - 10:30 AM","Perez, Ramona","PH 114","28","40","In-Person",
"01","64782","ANTH 238 (3, 3)","Research Design And Method","M, W","3:10 PM - 4:25 PM","Pugh, Timothy","PH 311","21","20","In-Person",
"01","64744","ANTH 239 (3, 3)","Vt:Topics Cult Anth","T","1:40 PM - 4:30 PM","Strassler, Karen","PH 304","15","30","In-Person",
"01","64738","ANTH 240 (3, 3)","Essentials Of Archaeology","T, TH","1:40 PM - 2:55 PM","Tache, Karine","PH 311","16","20","In-Person",
"01","64489","ANTH 242 (3, 3)","Archaeology Of Europe","T, TH","10:45 AM - 12:00 PM","Feeley, Francis","RZ 347","23","35","In-Person",
"01","64495","ANTH 260 (3, 3)","Essent Biol Anthro","T, TH","10:45 AM - 12:00 PM","Forrest, Frances","PH 311","20","20","In-Person",
"01","64794","ANTH 262 (3, 3)","Intro To Primates","&nbsp;"," - ","Swedell, Larissa"," ","22","20","Online",
