"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"07","25414","ACCT 202 (3, 2)","Inter Acct 2","SU","9:15 AM - 12:00 PM","Dockery, Marlene","PH 114","25","44","In-Person",
"01","25467","ACCT 261 (3, 3)","Business Law l","M, W","7:45 AM - 9:00 AM","Mintz, Seymour","PH 012","45","45","In-Person",
"02","25468","ACCT 261 (3, 3)","Business Law l","M, W","9:15 AM - 10:30 AM","Mintz, Seymour","PH 012","44","45","In-Person",
"03","25469","ACCT 261 (3, 3)","Business Law l","M, W","1:40 PM - 2:55 PM","Leibowicz, Barry","PH 112","50","50","In-Person",
"04","25470","ACCT 261 (3, 3)","Business Law l","M, W","3:10 PM - 4:25 PM","Leibowicz, Barry","PH 112","50","50","In-Person",
"09","25475","ACCT 261 (3, 3)","Business Law l","SU","9:15 AM - 12:00 PM","Stein, Randy","PH 115","50","50","In-Person",
"06","25472","ACCT 261 (3, 3)","Business Law l","T, TH","5:00 PM - 6:15 PM","Milich, Marvin","PH 112","46","50","In-Person",
"08","25474","ACCT 261 (3, 3)","Business Law l","F","6:30 PM - 9:20 PM","Seymore, Javier","PH 110","40","50","In-Person",
"07","25473","ACCT 261 (3, 3)","Business Law l","M, W","6:30 PM - 7:45 PM","Kirschner, David","PH 155","23","50","In-Person",
"05","25471","ACCT 261 (3, 3)","Business Law l","T, TH","3:10 PM - 4:25 PM","Milich, Marvin","PH 112","49","50","In-Person",
"05","25419","ACCT 305 (3, 2)","Cost Acct","T, TH","10:45 AM - 12:00 PM","Cohen, Martin","PH 012","44","44","In-Person",
"04","25418","ACCT 305 (3, 2)","Cost Acct","T, TH","1:40 PM - 2:55 PM","Cohen, Martin","PH 110","44","45","In-Person",
"03","25417","ACCT 305 (3, 2)","Cost Acct","T, TH","9:15 AM - 10:30 AM","Cohen, Martin","PH 012","44","44","In-Person",
"01","25415","ACCT 305 (3, 2)","Cost Acct","M, W","3:10 PM - 4:25 PM","Huang, Qianyun (Ivy)","KY 431","36","36","In-Person",
"02","25416","ACCT 305 (3, 2)","Cost Acct","M, W","5:00 PM - 6:15 PM","Huang, Qianyun (Ivy)","PH 110","45","45","In-Person",
"06","25420","ACCT 305 (3, 2)","Cost Acct","M, W","6:30 PM - 7:45 PM","Mazzo, Mark","PH 112","11","45","In-Person",
"07","25421","ACCT 305 (3, 2)","Cost Acct","T, TH","8:50 PM - 10:05 PM","Kessar, Nathaniel","PH 112","16","44","In-Person",
"08","25422","ACCT 305 (3, 2)","Cost Acct","SU","9:15 AM - 12:00 PM","Qureshi, Anique","PH 212","45","45","Online",
"06","25428","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","8:50 PM - 10:30 PM","Mazzo, Mark","PH 130","18","50","In-Person",
"04","25426","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","1:40 PM - 3:20 PM","Solieri, Steven","PH 012","26","45","In-Person",
"03","25425","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","T, TH","8:00 AM - 9:50 AM","Adelberg, Arthur","KY 258","84","84","Online",
"02","25424","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","5:00 PM - 6:40 PM","Stevens, Michael","PH 130","44","50","In-Person",
"01","25423","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","M, W","2:15 PM - 4:05 PM","Stevens, Michael","PH 012","39","45","In-Person",
"07","25429","ACCT 306 (4, 3)","Quant Techniq Pln &amp; Ctrl","SU","1:00 PM - 4:00 PM","Qureshi, Anique","PH 212","57","55","Online",
"01","25431","ACCT 311 (4, 3)","Advcd Acct","T, TH","8:00 AM - 9:50 AM","Satenstein, Jeffrey","PH 112","28","52","In-Person",
"02","25432","ACCT 311 (4, 3)","Advcd Acct","T, TH","10:05 AM - 11:55 AM","Satenstein, Jeffrey","PH 112","39","52","In-Person",
"03","25433","ACCT 311 (4, 3)","Advcd Acct","T, TH","12:10 PM - 2:00 PM","David, Amy","PH 116","45","52","In-Person",
"04","25434","ACCT 311 (4, 3)","Advcd Acct","T, TH","2:15 PM - 4:05 PM","David, Amy","PH 116","43","52","In-Person",
"05","25435","ACCT 311 (4, 3)","Advcd Acct","T, TH","6:55 PM - 8:35 PM","Juva, John","PH 114","28","52","In-Person",
"06","25436","ACCT 311 (4, 3)","Advcd Acct","SU","1:00 PM - 5:00 PM","Balkaran, Dianand","PH 118","54","52","In-Person",
"07","25437","ACCT 311 (4, 3)","Advcd Acct","SU","1:00 PM - 5:00 PM","Dockery, Marlene","PH 110","53","52","In-Person",
"01","25441","ACCT 321 (4, 3)","Auditing 1","M, W","10:05 AM - 11:55 AM","Dauber, Nicky","PH 130","51","50","In-Person",
"02","25442","ACCT 321 (4, 3)","Auditing 1","M, W","1:40 PM - 3:30 PM","Mintz, Seymour","PH 118","50","50","In-Person",
"03","25443","ACCT 321 (4, 3)","Auditing 1","T, TH","8:00 AM - 9:50 AM","Solieri, Steven","PH 116","18","50","In-Person",
"04","25444","ACCT 321 (4, 3)","Auditing 1","T, TH","10:05 AM - 11:55 AM","Solieri, Steven","PH 116","30","50","In-Person",
"05","25445","ACCT 321 (4, 3)","Auditing 1","M, W","8:50 PM - 10:30 PM","Fitzsimons, Sean","PH 112","29","50","In-Person",
"06","25446","ACCT 321 (4, 3)","Auditing 1","SU","8:20 AM - 12:00 PM","Kumar, Vijay","PH 156","52","50","In-Person",
"02","25448","ACCT 322 (3, 3)","Auditing 2","T, TH","1:40 PM - 2:55 PM","Hitzig, Neal","PH 212","19","30","In-Person",
"01","25447","ACCT 322 (3, 3)","Auditing 2","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","PH 130","42","41","In-Person",
"03","25449","ACCT 322 (3, 3)","Auditing 2","T, TH","4:00 PM - 5:40 PM","Hitzig, Neal","PH 212","11","30","In-Person",
"06","25452","ACCT 322 (3, 3)","Auditing 2","SU","9:15 AM - 12:00 PM","Ruthizer, Scott","PH 130","42","41","In-Person",
"05","25451","ACCT 322 (3, 3)","Auditing 2","S","1:00 PM - 3:40 PM","Qamar, Zohaib","PH 110","41","41","In-Person",
"04","25450","ACCT 322 (3, 3)","Auditing 2","M, W","6:30 PM - 7:45 PM","Fitzsimons, Sean","PH 110","30","41","In-Person",
"01","25453","ACCT 341 (3, 3)","Accounting Information Systems","S","1:00 PM - 3:45 PM","Qureshi, Anique","PH 116","65","65","Online",
"01","25454","ACCT 343 (3, 3)","Microcomputer Applications","S","9:15 AM - 12:00 PM","Qureshi, Anique","PH 212","30","30","In-Person",
"02","25457","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","6:30 PM - 7:45 PM","Silverman, Arthur","PH 110","34","38","In-Person",
"01","25456","ACCT 350 (3, 3)","Finan Stat Analys","T, TH","1:40 PM - 2:55 PM","Satenstein, Jeffrey","PH 112","19","38","In-Person",
"01","25486","ACCT 362 (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Altman, Julie","SB C205","62","62","In-Person",
"02","25487","ACCT 362 (3, 3)","Business Law 2","S","9:15 AM - 12:00 PM","Katz, Jeffrey","PH 121","58","58","In-Person",
"07","25482","ACCT 362W (3, 3)","Business Law 2","T, TH","6:30 PM - 7:45 PM","Georgiades, Emily","KY 319","24","24","In-Person",
"08","25483","ACCT 362W (3, 3)","Business Law 2","S","1:00 PM - 3:40 PM","Seymore, Javier","PH 130","24","24","In-Person",
"10","25485","ACCT 362W (3, 3)","Business Law 2","SU","1:00 PM - 3:45 PM","Mintz, Seymour","PH 204","23","24","In-Person",
"06","25481","ACCT 362W (3, 3)","Business Law 2","T, TH","5:00 PM - 6:15 PM","Altman, Julie","SB D135","24","24","In-Person",
"05","25480","ACCT 362W (3, 3)","Business Law 2","T, TH","9:15 AM - 10:30 AM","Linn, David","PH 130","24","24","In-Person",
"04","25479","ACCT 362W (3, 3)","Business Law 2","T, TH","7:45 AM - 9:00 AM","Linn, David","PH 130","24","24","In-Person",
"03","25478","ACCT 362W (3, 3)","Business Law 2","M, W","10:45 AM - 12:00 PM","Mintz, Seymour","PH 012","26","24","In-Person",
"02","25477","ACCT 362W (3, 3)","Business Law 2","M, W","10:45 AM - 12:00 PM","Davidovits, Murray","PH 116","15","24","In-Person",
"01","25476","ACCT 362W (3, 3)","Business Law 2","M, W","9:15 AM - 10:30 AM","Davidovits, Murray","PH 116","7","24","In-Person",
"09","25484","ACCT 362W (3, 3)","Business Law 2","SU","9:15 AM - 12:00 PM","Kirschner, David","PH 121","9","24","In-Person",
"03","25490","ACCT 363 (3, 3)","Business Law 3","SU","9:15 AM - 12:00 PM","Linn, David","PH 117","15","30","In-Person",
"02","25489","ACCT 363 (3, 3)","Business Law 3","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 154","21","30","In-Person",
"01","25488","ACCT 363 (3, 3)","Business Law 3","M, W","1:40 PM - 2:55 PM","Davidovits, Murray","PH 116","13","30","In-Person",
"06","25496","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","8:10 AM - 12:00 PM","Lahijani, Richard","PH 108","22","53","In-Person",
"05","25495","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","6:55 PM - 8:45 PM","Barone, Ernest","PH 130","53","53","In-Person",
"04","25494","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","5:00 PM - 6:40 PM","Barone, Ernest","RA 201","53","53","In-Person",
"03","25493","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","10:05 AM - 11:55 AM","Blumenfrucht, Israel","PH 110","40","40","In-Person",
"07","25497","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","1:00 PM - 4:40 PM","Ruthizer, Scott","PH 130","53","53","In-Person",
"01","25491","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","10:05 AM - 11:55 AM","Leibowicz, Barry","PH 112","51","53","In-Person",
"02","25492","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","4:00 PM - 5:40 PM","Mandelkorn, Steven","PH 116","26","53","In-Person",
"05","25502","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","TH","6:30 PM - 9:20 PM","Xiao, Jian","PH 132","10","57","In-Person",
"06","25503","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:15 AM - 12:00 PM","Xiao, Jian","PH 154","11","57","In-Person",
"07","25504","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","SU","9:15 AM - 12:00 PM","Balkaran, Dianand","PH 118","57","57","Hybrid",
"01","25498","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","M, W","3:10 PM - 4:25 PM","Sun, Fang","PH 212","30","30","In-Person",
"02","25499","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","M, W","5:00 PM - 6:15 PM","Sun, Fang","PH 112","58","57","In-Person",
"03","25500","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","3:10 PM - 4:25 PM","Silverman, Arthur","PH 110","57","57","In-Person",
"04","25501","ACCT 372 (3, 3)","Gov &amp; Nfp Acct &amp; Aud","T, TH","5:00 PM - 6:15 PM","Silverman, Arthur","PH 110","57","57","In-Person",
"01","65347","ACCT 3911 (1, 1)","Special Probs","&nbsp;"," - ","Milich, Marvin"," ","1","1","In-Person",
"01","25505","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Davidovits, Murray"," ","7","15","In-Person",
"01","25506","ACCT 398 (3, 3)","Internship","&nbsp;"," - ","Ruthizer, Scott"," ","4","15","In-Person",
"01","30655","ACCT 707 (3, 3)","Issues In Mgmt Acct","S","9:15 AM - 12:00 PM","Wheatman, Barry","PH 102","27","24","In-Person",
"01","30656","ACCT 712 (3, 3)","Adv Fin Acct Theory","M","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","PH 333","23","23","In-Person",
"02","30657","ACCT 712 (3, 3)","Adv Fin Acct Theory","TH","6:30 PM - 9:20 PM","Hitzig, Neal","PH 202","22","22","In-Person",
"01","30658","ACCT 723 (3, 3)","Adv Auditing Theory","T","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","32","31","In-Person",
"02","30659","ACCT 723 (3, 3)","Adv Auditing Theory","TH","6:30 PM - 9:20 PM","Dignam, Arthur","PH 333","30","27","In-Person",
"01","30660","ACCT 747 (3, 3)","Comm &amp; Accountants","S","1:00 PM - 4:00 PM","Nigrelli, Ursula","CD 134","57","60","In-Person",
"01","30661","ACCT 748 (3, 3)","Adv Acct Info Systms","W","6:30 PM - 9:20 PM","Siegfried, Robert","PH 333","27","25","In-Person",
"01","30662","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","1:40 PM - 2:55 PM","Davidovits, Murray","PH 116","5","10","In-Person",
"02","30663","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 154","9","10","In-Person",
"03","30664","ACCT 752 (3, 3)","Adv Stdy In Bus Law","SU","9:15 AM - 12:00 PM","Linn, David","PH 117","29","29","In-Person",
"01","30665","ACCT 757 (3, 3)","Taxation Of Bus Ents","M","6:30 PM - 9:20 PM","Mandelkorn, Steven","PH 157","31","28","In-Person",
"02","30666","ACCT 757 (3, 3)","Taxation Of Bus Ents","W","7:00 PM - 9:50 PM","Ahroni, Scott","KY 246","28","26","In-Person",
"01","30667","ACCT 759 (3, 3)","Estate &amp; Gift Taxes","M","6:30 PM - 9:20 PM","Ahroni, Scott","RA 202","20","20","In-Person",
"01","30668","ACCT 773 (3, 3)","Govt Acct &amp; Audit","SU","1:00 PM - 3:40 PM","Xiao, Jian","PH 154","20","20","In-Person",
"01","48867","AFST 101 (3, 3)","Survey African Civ 1","T, TH","10:45 AM - 12:00 PM","Julmisse, Evelyn","PH 118","32","35","In-Person",
"01","48879","AFST 201W (3, 3)","Intro Black Cultures","T, TH","1:40 PM - 3:00 PM","Julmisse, Evelyn","PH 118","23","25","In-Person",
"01","48883","AFST 202 (3, 3)","Black Urban Exper","T, TH","4:30 PM - 5:45 PM","Julmisse, Evelyn","RA 210","9","35","In-Person",
"01","48885","AFST 232W (3, 3)","Caribbean Lit","S","9:00 AM - 12:00 PM",", ","PH 118","21","25","In-Person",
"01","48886","AFST 234W (3, 3)","Black Women Writers","S","1:00 PM - 4:00 PM",", ","PH 118","8","25","In-Person",
"01","48013","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","9:15 AM - 10:30 AM","Manson, Douglas","KY 271","20","20","In-Person",
"03","48017","AMST 110W (3, 3)","Intro Amer Soc/Culture","M, W","9:15 AM - 10:30 AM","Manson, Douglas","RA 206","21","20","In-Person",
"02","48015","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","12:15 PM - 1:30 PM","Manson, Douglas","KY 246","20","20","In-Person",
"03","36572","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","9:15 AM - 10:30 AM","Choi, Jimee","PH 113","38","35","Web-Enhanced",
"07","36649","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","1:40 PM - 2:55 PM","Birth, Kevin","KY 250","82","82","In-Person",
"04","36581","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Leynse, Wendy","KY 150","120","120","Web-Enhanced",
"02","36564","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","9:15 AM - 10:30 AM","Galal, Ola","SB A101","40","40","Web-Enhanced",
"04","36581","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Unluonen, Emine Busra","KY 150","120","120","Web-Enhanced",
"09","36675","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","3:10 PM - 4:25 PM","Barton, Scott","KY 250","86","85","Web-Enhanced",
"05","36589","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Levin, Irina","KY 150","122","120","Web-Enhanced",
"06","36640","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Levin, Irina","KY 150","126","125","Web-Enhanced",
"06","36640","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Eshak, Agnes","KY 150","126","125","Web-Enhanced",
"08","36651","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","5:00 PM - 6:15 PM","Barton, Scott","KY 250","81","82","Web-Enhanced",
"01","36559","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","7:45 AM - 9:00 AM","Choi, Jimee","PH 113","38","35","Web-Enhanced",
"03","36567","ANTH 102 (3, 3)","Intro Human Evol","T, TH","9:15 AM - 10:30 AM","Lamela Lopez, Raquel","KY 150","120","120","Web-Enhanced",
"02","36555","ANTH 102 (3, 3)","Intro Human Evol","T, TH","7:45 AM - 9:00 AM","Lamela Lopez, Raquel","KY 150","79","85","Web-Enhanced",
"01","36543","ANTH 102 (3, 3)","Intro Human Evol","M, W","7:45 AM - 9:00 AM","Shibata, Chihiro","PH 119","40","40","Web-Enhanced",
"08","36689","ANTH 102 (3, 3)","Intro Human Evol","T, TH","5:00 PM - 6:15 PM","Suvrathan, Uthara","PH 155","35","35","Web-Enhanced",
"09","36693","ANTH 102 (3, 3)","Intro Human Evol","F","6:30 PM - 9:20 PM","Pagano, Anthony","PH 114","41","40","Web-Enhanced",
"10","36694","ANTH 102 (3, 3)","Intro Human Evol","S","9:15 AM - 11:55 AM","Pagano, Anthony","PH 114","40","40","Web-Enhanced",
"12","55019","ANTH 102 (3, 3)","Intro Human Evol","T, TH","12:15 PM - 1:30 PM","Evans, Katarina","PH 118","41","40","In-Person",
"11","36709","ANTH 102 (3, 3)","Intro Human Evol","M, W","10:45 AM - 12:00 PM","Shibata, Chihiro","PH 114","42","40","Web-Enhanced",
"06","36672","ANTH 102 (3, 3)","Intro Human Evol","M, W","3:10 PM - 4:25 PM","Amann, Alexis","KY 150","120","120","Web-Enhanced",
"07","36677","ANTH 102 (3, 3)","Intro Human Evol","T, TH","3:10 PM - 4:25 PM","Shibata, Chihiro","KY 250","86","85","Web-Enhanced",
"05","36645","ANTH 102 (3, 3)","Intro Human Evol","T, TH","1:40 PM - 2:55 PM","Plummer, Thomas","KY 150","140","140","Web-Enhanced",
"04","36644","ANTH 102 (3, 3)","Intro Human Evol","M, W","1:40 PM - 2:55 PM","Amann, Alexis","KY 150","125","125","Web-Enhanced",
"08","36684","ANTH 103 (3, 3)","Intro To Archaeology","M","5:00 PM - 7:50 PM","Bracken, Justin","RA 205","35","35","Web-Enhanced",
"05","36641","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","12:15 PM - 1:30 PM","Suri, Miranda","KY 250","87","87","Web-Enhanced",
"02","36582","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","10:45 AM - 12:00 PM","Moore, James","KY 250","85","85","Web-Enhanced",
"03","36586","ANTH 103 (3, 3)","Intro To Archaeology","M, W","10:45 AM - 12:00 PM","Tache, Karine","KY 250","88","87","Web-Enhanced",
"06","36642","ANTH 103 (3, 3)","Intro To Archaeology","M, W","1:40 PM - 2:55 PM","Rose, Nicole","PH 114","35","35","Web-Enhanced",
"01","36568","ANTH 103 (3, 3)","Intro To Archaeology","M, W","9:15 AM - 10:30 AM","Burgos Morakawa, Walter","KY 250","82","82","Web-Enhanced",
"04","36634","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","9:15 AM - 10:30 AM","Georges, Jemima","PH 114","35","35","Web-Enhanced",
"07","36673","ANTH 103 (3, 3)","Intro To Archaeology","T, TH","3:10 PM - 4:25 PM","Feeley, Francis","KY 150","125","125","Web-Enhanced",
"01","36568","ANTH 103 (3, 3)","Intro To Archaeology","M, W","9:15 AM - 10:30 AM","Tache, Karine","KY 250","82","82","Web-Enhanced",
"01","36557","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","7:45 AM - 9:00 AM","Schmitt, Doreen","KY 250","77","75","Web-Enhanced",
"02","36565","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","9:15 AM - 10:30 AM","Crooks, Misty","KY 150","84","85","Web-Enhanced",
"03","36571","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","9:15 AM - 10:30 AM","Schmitt, Doreen","KY 250","81","75","Web-Enhanced",
"04","36647","ANTH 104 (3, 3)","Language, Culture, and Society","M, W","1:40 PM - 2:55 PM","Rodriguez Aponte, Juan","KY 250","91","88","Web-Enhanced",
"02","36638","ANTH 200 (3, 3)","History Of Anthropology","T, TH","10:45 AM - 12:00 PM","Birth, Kevin","PH 351","19","17","In-Person",
"01","36574","ANTH 200 (3, 3)","History Of Anthropology","T, TH","9:15 AM - 10:30 AM","Birth, Kevin","PH 351","17","17","In-Person",
"01","36678","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","M, W","3:10 PM - 4:25 PM","Augustyniak, Nadia","KY 281","25","35","Web-Enhanced",
"01","36562","ANTH 208W (3, 3)","Peoples Of South Asia","M, W","9:15 AM - 10:30 AM","Halliburton, Murphy","PH 114","18","25","Web-Enhanced",
"01","36653","ANTH 210 (3, 3)","Peoples Of East Asia","T, TH","1:40 PM - 2:55 PM","Choi, Jimee","PH 304","14","12","Web-Enhanced",
"01","36691","ANTH 220 (3, 3)","Food And Culture","M, W","6:30 PM - 7:45 PM","Barton, Scott","KY 317","10","25","Web-Enhanced",
"01","36654","ANTH 238 (3, 3)","Research Design And Method","M, W","1:40 PM - 2:55 PM","Tache, Karine","PH 311","19","18","Web-Enhanced",
"01","36656","ANTH 240 (3, 3)","Essentials Of Archaeology","T, TH","1:40 PM - 2:55 PM","Moore, James","PH 311","16","18","Web-Enhanced",
"01","36679","ANTH 241 (3, 3)","The Aztecs, Mayas, And Olmecs","T, TH","3:10 PM - 4:25 PM","Suri, Miranda","SB A101","19","25","Web-Enhanced",
"01","36590","ANTH 246W (3, 3)","Archaeology Of The Near East","M, W","10:45 AM - 12:00 PM","Rose, Nicole","SB A101","20","20","Web-Enhanced",
"01","40059","ANTH 249 (3, 3)","Vt:Topcis Arch Area St","T, TH","12:15 PM - 1:30 PM","Feeley, Francis","PH 114","38","38","Web-Enhanced",
