"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"03","49195","ACCT 322 (3, 3)","Auditing II","T, TH","4:00 PM - 5:15 PM","Hitzig, Neal","PH 212","12","47","Hybrid",
"02","49194","ACCT 322 (3, 3)","Auditing II","TH","1:40 PM - 2:55 PM","Hitzig, Neal","PH 206","19","21","Hybrid",
"01","49193","ACCT 322 (3, 3)","Auditing II","M, W","1:40 PM - 2:55 PM","Dauber, Nicky","PH 130","63","56","Hybrid",
"02","49199","ACCT 341 (3, 3)","Accounting Information Systems","SU","9:15 AM - 12:00 PM","Qureshi, Anique"," ","40","40","Hybrid",
"02","49202","ACCT 350 (3, 3)","Financial Statement Analysis","T, TH","6:30 PM - 7:45 PM","Silverman, Arthur","PH 113","19","35","Hybrid",
"01","49201","ACCT 350 (3, 3)","Financial Statement Analysis","T, TH","1:40 PM - 2:55 PM","Satenstein, Jeffrey","PH 112","27","35","Hybrid",
"01","49222","ACCT 362 (3, 3)","Business Law II","T, TH","6:30 PM - 7:45 PM","Altman, Julie","PH 114","40","45","Hybrid",
"02","49223","ACCT 362 (3, 3)","Business Law II","S","9:15 AM - 12:00 PM","Katz, Jeffrey","PH 153","36","45","Hybrid",
"06","49217","ACCT 362W (3, 3)","Business Law II","T, TH","3:10 PM - 4:25 PM","Altman, Julie","KY 419","13","22","Hybrid",
"07","49218","ACCT 362W (3, 3)","Business Law II","T, TH","5:00 PM - 6:15 PM","Altman, Julie","KY 319","15","20","Hybrid",
"10","49221","ACCT 362W (3, 3)","Business Law II","SU","1:00 PM - 4:00 PM","Stein, Randy","PH 204","17","20","Hybrid",
"05","49216","ACCT 362W (3, 3)","Business Law II","T, TH","9:15 AM - 10:30 AM","Linn, David","PH 115","16","20","Hybrid",
"04","49215","ACCT 362W (3, 3)","Business Law II","T, TH","7:45 AM - 9:00 AM","Linn, David","PH 115","16","20","Hybrid",
"03","49214","ACCT 362W (3, 3)","Business Law II","M, W","10:45 AM - 12:00 PM","Mintz, Seymour","PH 012","20","20","Hybrid",
"02","49213","ACCT 362W (3, 3)","Business Law II","M, W","10:45 AM - 12:00 PM","Herczog, Leo","PH 116","20","20","Hybrid",
"01","49212","ACCT 362W (3, 3)","Business Law II","M, W","9:15 AM - 10:30 AM","Herczog, Leo","PH 116","20","20","Hybrid",
"08","49219","ACCT 362W (3, 3)","Business Law II","S","1:00 PM - 4:00 PM","Seymore, Javier","PH 110","5","20","Hybrid",
"03","49226","ACCT 363 (3, 3)","Business Law III","SU","9:15 AM - 12:00 PM","Linn, David","CD 134","26","32","Hybrid",
"01","49224","ACCT 363 (3, 3)","Business Law III","M, W","1:40 PM - 2:55 PM","Herczog, Leo","PH 116","23","32","Hybrid",
"02","49225","ACCT 363 (3, 3)","Business Law III","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 110","24","32","Hybrid",
"02","49228","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","3:00 PM - 4:50 PM","Thaler, Michael","PH 117","36","36","Hybrid",
"01","49227","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","M, W","10:05 AM - 11:55 AM","Leibowicz, Barry","PH 112","12","45","Hybrid",
"07","49232","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","S","8:20 AM - 11:50 AM","Thaler, Michael","PH 110","32","36","Hybrid",
"08","49257","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","SU","8:20 AM - 11:50 AM","Calamari, Joseph","PH 119","37","37","Hybrid",
"05","49230","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","5:00 PM - 6:40 PM","Barone, Ernest","RA 201","39","39","Hybrid",
"06","49231","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","6:55 PM - 8:35 PM","Barone, Ernest","PH 116","33","36","Hybrid",
"04","49229","ACCT 367 (4, 4)","Fed &amp; Ny State Tax","T, TH","10:05 AM - 11:55 AM","Blumenfrucht, Israel","PH 110","38","41","Hybrid",
"03","49235","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","T, TH","3:10 PM - 4:25 PM","Silverman, Arthur","PH 012","40","40","Hybrid",
"04","49236","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","T, TH","5:00 PM - 6:15 PM","Silverman, Arthur","PH 211","38","40","Hybrid",
"05","49237","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","TH","6:30 PM - 9:20 PM","Xiao, Jian","RA 205","5","40","Hybrid",
"06","49238","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","SU","9:15 AM - 12:00 PM","Balkaran, Dianand","PH 110","41","40","Hybrid",
"01","49233","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","M, W","3:10 PM - 4:25 PM","Sun, Fang","PH 116","27","40","Hybrid",
"02","49234","ACCT 372 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","M, W","5:00 PM - 6:15 PM","Sun, Fang","PH 116","30","40","Hybrid",
"01","49559","ACCT 385 (3, 3)","Data Analytics for Accountants","W","6:30 PM - 9:20 PM","Solieri, Steven","PH 212","14","15","Hybrid",
"01","49240","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Dauber, Nicky"," ","8","10","Hybrid",
"02","49241","ACCT 393W (3, 3)","Seminar in Accounting","&nbsp;"," - ","Herczog, Leo"," ","15","10","Hybrid",
"01","49242","ACCT 398 (3, 3)","Internship","&nbsp;"," - ","Ruthizer, Scott"," ","2","10","Hybrid",
"01","49243","ACCT 707 (3, 3)","Issues In Mgmt Acct","S","9:15 AM - 12:00 PM","Qureshi, Anique","PH 155","20","20","Hybrid",
"01","49244","ACCT 712 (3, 3)","Adv Fin Acct Theory","M","6:30 PM - 9:20 PM","Huang, Qianyun (Ivy)","KY 244","29","20","Hybrid",
"02","49245","ACCT 712 (3, 3)","Adv Fin Acct Theory","TH","6:30 PM - 9:20 PM","Hitzig, Neal","PH 152","25","20","Hybrid",
"01","49246","ACCT 723 (3, 3)","Adv Auditing Theory","F","6:30 PM - 9:20 PM","Zarate, Gloria","PH 113","15","25","Hybrid",
"02","49247","ACCT 723 (3, 3)","Adv Auditing Theory","SU","9:15 AM - 12:00 PM","Zarate, Gloria","PH 155","25","25","Hybrid",
"01","49248","ACCT 747 (3, 3)","Communications and Accountants","S","1:00 PM - 4:00 PM","Nigrelli, Ursula","CD 134","51","60","Hybrid",
"01","49249","ACCT 748 (3, 3)","Adv Acct Info Systms","W","6:30 PM - 9:20 PM","Mazzo, Mark","PH 351","17","25","Hybrid",
"03","49252","ACCT 752 (3, 3)","Adv Stdy In Bus Law","SU","9:15 AM - 12:00 PM","Linn, David","CD 134","32","20","Hybrid",
"02","49251","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","6:30 PM - 7:45 PM","Elan, Robert","PH 110","0","20","Hybrid",
"01","49250","ACCT 752 (3, 3)","Adv Stdy In Bus Law","M, W","1:40 PM - 2:55 PM","Herczog, Leo","PH 116","3","20","Hybrid",
"02","49254","ACCT 757 (3, 3)","Taxation of Business Entities","W","7:00 PM - 9:50 PM","Stevens, Michael","PH 113","15","20","Hybrid",
"01","49253","ACCT 757 (3, 3)","Taxation of Business Entities","M","6:30 PM - 9:20 PM","Balkaran, Dianand","PH 113","21","20","Hybrid",
"01","49255","ACCT 758 (3, 3)","State and Local Taxation","M","6:30 PM - 9:20 PM","Ahroni, Scott","KY 419","23","25","Hybrid",
"01","49256","ACCT 773 (3, 3)","Gov &amp; Not for Profit Acct&amp;Aud","T","6:30 PM - 9:20 PM","Xiao, Jian","KY 417","13","25","Hybrid",
"01","49581","ACCT 7913 (3, 3)","Special Problems in Accounting","W","6:30 PM - 9:20 PM","Solieri, Steven","PH 212","11","10","Hybrid",
"1","53420","AFST 102 (3, 3)","Survey African Civ II","M, W","10:45 AM - 12:00 PM","Cooper Owens, Edward","KY 429","25","30","Hybrid",
"1","53423","AFST 300W (3, 3)","Seminar in Africana Studies","M, W","1:40 PM - 2:55 PM","Cooper Owens, Edward","HH 08","8","35","Hybrid",
"01","7116","AMST 110W (3, 3)","Intro Amer Soc/Culture","M, W","1:40 PM - 2:55 PM","Manson, Douglas","KY 319","20","20","Hybrid",
"03","7118","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","3:10 PM - 4:25 PM","Manson, Douglas","KY 319","17","20","Hybrid",
"02","7117","AMST 110W (3, 3)","Intro Amer Soc/Culture","T, TH","12:15 PM - 1:30 PM","Manson, Douglas","KY 246","20","20","Hybrid",
"03","7248","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","9:15 AM - 10:30 AM","Pugh, Timothy","PH 114","43","43","Hybrid",
"03","7248","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","9:15 AM - 10:30 AM","Choi, Jimee","PH 114","43","43","Hybrid",
"04","7253","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","10:45 AM - 12:00 PM","Strassler, Karen","KY 150","132","130","Hybrid",
"05","7256","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","10:45 AM - 12:00 PM","Payne, Richard","KY 150","130","130","Hybrid",
"02","7245","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","9:15 AM - 10:30 AM","Limbert, Mandana","KY 150","130","130","Hybrid",
"08","7281","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","1:40 PM - 2:55 PM","Choi, Jimee","PH 114","43","43","Hybrid",
"08","7281","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","1:40 PM - 2:55 PM","Pugh, Timothy","PH 114","43","43","Hybrid",
"09","7287","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","5:00 PM - 6:15 PM","Unluonen, Emine Busra","SB A101","40","40","Hybrid",
"07","7271","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","3:10 PM - 4:25 PM","Payne, Richard","KY 250","85","85","Hybrid",
"01","7240","ANTH 101 (3, 3)","Intro To Cultural Anthropology","M, W","3:10 PM - 4:25 PM","Unluonen, Emine Busra","SB A101","40","40","Hybrid",
"06","7262","ANTH 101 (3, 3)","Intro To Cultural Anthropology","T, TH","12:15 PM - 1:30 PM","Leynse, Wendy","KY 250","86","85","Hybrid",
"04","7246","ANTH 102 (3, 3)","Intro Human Evol","T, TH","9:15 AM - 10:30 AM","Lamela Lopez, Raquel","KY 150","130","130","Hybrid",
"03","7243","ANTH 102 (3, 3)","Intro Human Evol","M, W","9:15 AM - 10:30 AM","Henriquez, Megan","KY 250","86","85","Hybrid",
"02","7242","ANTH 102 (3, 3)","Intro Human Evol","S","9:15 AM - 11:55 AM","Pagano, Anthony","KY 250","85","85","Hybrid",
"01","7241","ANTH 102 (3, 3)","Intro Human Evol","T, TH","7:45 AM - 9:00 AM","Lamela Lopez, Raquel","KY 150","100","100","Hybrid",
"10","7291","ANTH 102 (3, 3)","Intro Human Evol","F","6:30 PM - 9:20 PM","Pagano, Anthony","PH 114","46","45","Hybrid",
"09","7283","ANTH 102 (3, 3)","Intro Human Evol","M, W","10:45 AM - 12:00 PM","Shibata, Chihiro","KY 250","87","87","Hybrid",
"08","7279","ANTH 102 (3, 3)","Intro Human Evol","M, W","3:10 PM - 4:25 PM","Evans, Katarina","KY 150","129","130","Hybrid",
"07","7272","ANTH 102 (3, 3)","Intro Human Evol","T, TH","3:10 PM - 4:25 PM","Amann, Alexis","KY 150","100","100","Hybrid",
"06","7261","ANTH 102 (3, 3)","Intro Human Evol","T, TH","1:40 PM - 2:55 PM","Madimenos, Felicia","KY 150","129","130","Hybrid",
"04","7263","ANTH 103 (3, 3)","Introduction to Archaeology","T, TH","9:15 AM - 10:30 AM","Rose, Nicole","SB A101","42","42","Hybrid",
"01","7247","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","9:15 AM - 10:30 AM","Romera Barbera, Aida","PH 114","42","42","Hybrid",
"06","7269","ANTH 103 (3, 3)","Introduction to Archaeology","T, TH","12:15 PM - 1:30 PM","Feeley, Francis","KY 150","151","150","Hybrid",
"05","7268","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","1:40 PM - 2:55 PM","Pugh, Timothy","KY 150","129","130","Hybrid",
"03","7257","ANTH 103 (3, 3)","Introduction to Archaeology","T, TH","10:45 AM - 12:00 PM","Rose, Nicole","SB A101","41","40","Hybrid",
"07","7285","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","3:10 PM - 4:25 PM","Squires, Kristen","KY 242","30","30","Hybrid",
"02","7255","ANTH 103 (3, 3)","Introduction to Archaeology","M, W","10:45 AM - 12:00 PM","Romera Barbera, Aida","PH 114","42","42","Hybrid",
"02","7270","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","9:15 AM - 10:30 AM","Schmitt, Doreen","KY 250","83","80","Hybrid",
"01","7254","ANTH 104 (3, 3)","Language, Culture, and Society","T, TH","10:45 AM - 12:00 PM","Schmitt, Doreen","KY 250","85","80","Hybrid",
"02","54478","ANTH 200 (3, 3)","History of Anthropology","T, TH","5:00 PM - 6:15 PM","Rodriguez Aponte, Juan","PH 114","21","15","Hybrid",
"01","7250","ANTH 200 (3, 3)","History of Anthropology","M, W","9:15 AM - 10:30 AM","Birth, Kevin","PH 351","23","15","Hybrid",
"02","56908","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","W","5:00 PM - 7:30 PM","Galal, Ola","PH 302","8","15","Hybrid",
"01","7266","ANTH 201 (3, 3)","Essentials Of Cultural Anthro","M, W","1:40 PM - 2:55 PM","Limbert, Mandana","PH 114","25","15","Hybrid",
"01","59381","ANTH 205 (3, 3)","Peoples Of Mexico &amp; C America","F","10:45 AM - 1:30 PM","Quesada Nieto, Luis","PH 114","20","15","Hybrid",
"01","7244","ANTH 208W (3, 3)","Peoples of South Asia","T, TH","10:45 AM - 12:00 PM","Halliburton, Murphy","PH 302","19","15","Hybrid",
"01","7277","ANTH 224 (3, 3)","Religion and Ritual","M","3:10 PM - 6:00 PM","Elisha, Omri","PH 114","24","15","Hybrid",
"01","7252","ANTH 225 (3, 3)","Medical Anthropology","T, TH","12:15 PM - 1:30 PM","Augustyniak, Nadia","SB A101","28","15","Hybrid",
"01","7260","ANTH 239 (3, 3)","Vt:Topics Cult Anth","T, TH","12:15 PM - 1:30 PM","Pugh, Timothy","PH 114","12","15","Hybrid",
"01","7260","ANTH 239 (3, 3)","Vt:Topics Cult Anth","T, TH","12:15 PM - 1:30 PM","Choi, Jimee","PH 114","12","15","Hybrid",
"01","7267","ANTH 239W (3, 3)","Vt:Topics Cult Anth","T, TH","1:40 PM - 2:55 PM","Leynse, Wendy","KY 281","15","15","Hybrid",
"01","7258","ANTH 240 (3, 3)","Essentials of Archaeology","M, W","10:45 AM - 12:00 PM","Moore, James","KY 059","16","15","Hybrid",
"01","54500","ANTH 243 (3, 3)","Archaeology of North America","M, W","3:10 PM - 4:25 PM","Mann, Evan","KY 059","17","15","Hybrid",
"01","7278","ANTH 249 (3, 3)","Vt:Topcis Arch Area St","T, TH","9:15 AM - 10:30 AM","Feeley, Francis","KY 059","19","15","Hybrid",
"01","7249","ANTH 260 (3, 3)","Essent Biol Anthro","T, TH","10:45 AM - 12:00 PM","Madimenos, Felicia","PH 311","17","15","Hybrid",
"01","54501","ANTH 272 (3, 3)","The Human Skeleton","M, W","5:00 PM - 6:15 PM","Shinn, Ryan","PH 311","18","15","Hybrid",
"01","7264","ANTH 279 (3, 3)","Vt:Topics Biol Anth","M, W","3:10 PM - 4:25 PM","Shibata, Chihiro","PH 311","13","15","Hybrid",
"02","57949","ANTH 279 (3, 3)","Vt:Topics Biol Anthropology","M","6:30 PM - 9:20 PM","Baker, Mitchell","SB B137","3","5","Hybrid",
"01","54498","ANTH 302 (3, 3)","Ecology and Culture","M, W","1:40 PM - 2:55 PM","Moore, James","PH 311","15","15","Hybrid",
"01","7259","ANTH 354 (3, 3)","Time","M, W","10:45 AM - 12:00 PM","Birth, Kevin","PH 351","20","15","Hybrid",
"01","7274","ANTH 369 (3, 3)","Primate Behavior and Ecology","T, TH","1:40 PM - 2:55 PM","Swedell, Larissa","PH 311","13","15","Hybrid",
